ensg1	ensg2	score	interaction
ENSG00000197172	ENSG00000097021	0.56	PPI
ENSG00000058404	ENSG00000097021	0.56	PPI
ENSG00000109846	ENSG00000097021	0.56	PPI
ENSG00000157613	ENSG00000170128	0.56	PPI
ENSG00000177694	ENSG00000170128	0.56	PPI
ENSG00000147378	ENSG00000170128	0.49	PPI
ENSG00000124164	ENSG00000170128	0.56	PPI
ENSG00000161609	ENSG00000170128	0.56	PPI
ENSG00000176903	ENSG00000170128	0.56	PPI
ENSG00000091831	ENSG00000197879	0.46	PPI
ENSG00000140009	ENSG00000197879	0.46	PPI
ENSG00000105402	ENSG00000092531	0.51	PPI
ENSG00000186908	ENSG00000092531	0.51	PPI
ENSG00000049245	ENSG00000092531	0.56	PPI
ENSG00000162341	ENSG00000143575	0.59	PPI
ENSG00000141738	ENSG00000143575	0.51	PPI
ENSG00000109339	ENSG00000143575	0.55	PPI
ENSG00000186815	ENSG00000143575	0.53	PPI
ENSG00000126778	ENSG00000064655	0.59	PPI
ENSG00000106546	ENSG00000110711	0.46	PPI
ENSG00000096384	ENSG00000110711	0.56	PPI
ENSG00000186642	ENSG00000110711	0.6	PPI
ENSG00000185507	ENSG00000110711	0.5	PPI
ENSG00000170242	ENSG00000221838	0.56	PPI
ENSG00000175899	ENSG00000110696	0.55	PPI
ENSG00000095059	ENSG00000041353	0.56	PPI
ENSG00000108561	ENSG00000135116	0.6	PPI
ENSG00000155749	ENSG00000088002	0.76	PPI
ENSG00000173597	ENSG00000088002	0.56	PPI
ENSG00000170634	ENSG00000088002	0.56	PPI
ENSG00000012211	ENSG00000088002	0.56	PPI
ENSG00000196502	ENSG00000088002	0.56	PPI
ENSG00000086991	ENSG00000136869	0.68	PPI
ENSG00000154589	ENSG00000136869	0.66	PPI
ENSG00000150455	ENSG00000136869	0.56	PPI
ENSG00000123384	ENSG00000166313	0.61	PPI
ENSG00000177426	ENSG00000116977	0.6	PPI
ENSG00000136436	ENSG00000116977	0.67	PPI
ENSG00000164062	ENSG00000116977	0.56	PPI
ENSG00000113595	ENSG00000116977	0.56	PPI
ENSG00000106052	ENSG00000116977	0.56	PPI
ENSG00000186635	ENSG00000104689	0.54	PPI
ENSG00000121858	ENSG00000104689	0.72	PPI
ENSG00000131503	ENSG00000146232	0.57	PPI
ENSG00000100239	ENSG00000146232	0.59	PPI
ENSG00000105063	ENSG00000146232	0.59	PPI
ENSG00000108561	ENSG00000146232	0.57	PPI
ENSG00000115233	ENSG00000108671	0.56	PPI
ENSG00000116750	ENSG00000108671	0.67	PPI
ENSG00000198890	ENSG00000108671	0.51	PPI
ENSG00000101843	ENSG00000108671	0.56	PPI
ENSG00000162692	ENSG00000108671	0.53	PPI
ENSG00000101843	ENSG00000197170	0.56	PPI
ENSG00000115233	ENSG00000197170	0.56	PPI
ENSG00000116750	ENSG00000197170	0.67	PPI
ENSG00000204599	ENSG00000110801	0.67	PPI
ENSG00000172530	ENSG00000110801	0.56	PPI
ENSG00000213672	ENSG00000110801	0.56	PPI
ENSG00000100519	ENSG00000110801	0.8	PPI
ENSG00000168710	ENSG00000110801	0.56	PPI
ENSG00000165916	ENSG00000110801	0.71	PPI
ENSG00000125965	ENSG00000138696	0.68	PPI
ENSG00000011600	ENSG00000101307	0.52	PPI
ENSG00000100376	ENSG00000177556	0.56	PPI
ENSG00000152904	ENSG00000177556	0.56	PPI
ENSG00000100345	ENSG00000133895	0.56	PPI
ENSG00000144554	ENSG00000133895	0.52	PPI
ENSG00000118058	ENSG00000133895	0.53	PPI
ENSG00000168283	ENSG00000141582	0.8	PPI
ENSG00000100644	ENSG00000141582	0.67	PPI
ENSG00000141570	ENSG00000141582	0.56	PPI
ENSG00000121481	ENSG00000141582	0.55	PPI
ENSG00000277258	ENSG00000141582	0.53	PPI
ENSG00000127948	ENSG00000101856	0.58	PPI
ENSG00000181222	ENSG00000196235	0.73	PPI
ENSG00000196262	ENSG00000196235	0.51	PPI
ENSG00000213246	ENSG00000196235	0.77	PPI
ENSG00000185049	ENSG00000196235	0.53	PPI
ENSG00000112592	ENSG00000130699	0.64	PPI
ENSG00000197386	ENSG00000130699	0.51	PPI
ENSG00000164924	ENSG00000160049	0.59	PPI
ENSG00000169598	ENSG00000160049	0.79	PPI
ENSG00000106211	ENSG00000160049	0.51	PPI
ENSG00000170027	ENSG00000160049	0.59	PPI
ENSG00000197386	ENSG00000127946	0.68	PPI
ENSG00000070371	ENSG00000127946	0.61	PPI
ENSG00000196961	ENSG00000127946	0.54	PPI
ENSG00000141367	ENSG00000127946	0.56	PPI
ENSG00000156804	ENSG00000175390	0.6	PPI
ENSG00000106263	ENSG00000175390	0.71	PPI
ENSG00000149100	ENSG00000175390	0.68	PPI
ENSG00000119392	ENSG00000175390	0.57	PPI
ENSG00000065413	ENSG00000198373	0.56	PPI
ENSG00000076604	ENSG00000198373	0.67	PPI
ENSG00000124562	ENSG00000198373	0.56	PPI
ENSG00000166949	ENSG00000198373	0.66	PPI
ENSG00000170298	ENSG00000198373	0.56	PPI
ENSG00000204531	ENSG00000198373	0.65	PPI
ENSG00000101665	ENSG00000198373	0.59	PPI
ENSG00000115935	ENSG00000198373	0.67	PPI
ENSG00000155034	ENSG00000198373	0.56	PPI
ENSG00000160753	ENSG00000198373	0.56	PPI
ENSG00000113369	ENSG00000198373	0.48	PPI
ENSG00000196923	ENSG00000198373	0.67	PPI
ENSG00000175387	ENSG00000198373	0.66	PPI
ENSG00000105323	ENSG00000198373	0.67	PPI
ENSG00000197771	ENSG00000097046	0.59	PPI
ENSG00000145675	ENSG00000171608	0.46	PPI
ENSG00000177674	ENSG00000110435	0.67	PPI
ENSG00000089163	ENSG00000110435	0.56	PPI
ENSG00000092330	ENSG00000198203	0.51	PPI
ENSG00000163635	ENSG00000132561	0.51	PPI
ENSG00000141837	ENSG00000132561	0.51	PPI
ENSG00000158092	ENSG00000106299	0.56	PPI
ENSG00000175866	ENSG00000106299	0.55	PPI
ENSG00000101213	ENSG00000106299	0.56	PPI
ENSG00000070831	ENSG00000106299	0.75	PPI
ENSG00000205726	ENSG00000106299	0.7	PPI
ENSG00000112130	ENSG00000106299	0.67	PPI
ENSG00000111229	ENSG00000106299	0.56	PPI
ENSG00000115935	ENSG00000106299	0.81	PPI
ENSG00000071051	ENSG00000106299	0.56	PPI
ENSG00000177885	ENSG00000106299	0.81	PPI
ENSG00000130340	ENSG00000106299	0.52	PPI
ENSG00000185043	ENSG00000106299	0.63	PPI
ENSG00000130429	ENSG00000106299	0.61	PPI
ENSG00000137575	ENSG00000106299	0.56	PPI
ENSG00000163611	ENSG00000065150	0.46	PPI
ENSG00000162692	ENSG00000065150	0.53	PPI
ENSG00000139112	ENSG00000065150	0.63	PPI
ENSG00000170296	ENSG00000065150	0.63	PPI
ENSG00000140941	ENSG00000065150	0.54	PPI
ENSG00000034713	ENSG00000065150	0.63	PPI
ENSG00000147604	ENSG00000065150	0.65	PPI
ENSG00000102977	ENSG00000065150	0.51	PPI
ENSG00000072803	ENSG00000103319	0.53	PPI
ENSG00000131051	ENSG00000150459	0.67	PPI
ENSG00000141543	ENSG00000150459	0.5	PPI
ENSG00000116478	ENSG00000150459	0.52	PPI
ENSG00000196388	ENSG00000150459	0.56	PPI
ENSG00000143319	ENSG00000066629	0.62	PPI
ENSG00000100335	ENSG00000087470	0.54	PPI
ENSG00000091831	ENSG00000087470	0.53	PPI
ENSG00000177427	ENSG00000087470	0.54	PPI
ENSG00000142731	ENSG00000142731	0.55	PPI
ENSG00000011007	ENSG00000142731	0.56	PPI
ENSG00000103995	ENSG00000142731	0.53	PPI
ENSG00000116922	ENSG00000142731	0.56	PPI
ENSG00000120500	ENSG00000142731	0.56	PPI
ENSG00000175793	ENSG00000142731	0.51	PPI
ENSG00000065361	ENSG00000105647	0.7	PPI
ENSG00000161405	ENSG00000105647	0.56	PPI
ENSG00000157404	ENSG00000105647	0.59	PPI
ENSG00000113595	ENSG00000105647	0.56	PPI
ENSG00000171431	ENSG00000105647	0.56	PPI
ENSG00000170788	ENSG00000105647	0.56	PPI
ENSG00000135249	ENSG00000105647	0.56	PPI
ENSG00000146648	ENSG00000105647	0.59	PPI
ENSG00000141736	ENSG00000105647	0.61	PPI
ENSG00000171360	ENSG00000105647	0.56	PPI
ENSG00000171346	ENSG00000105647	0.56	PPI
ENSG00000157873	ENSG00000082512	0.65	PPI
ENSG00000082512	ENSG00000082512	0.55	PPI
ENSG00000123609	ENSG00000082512	0.67	PPI
ENSG00000179262	ENSG00000082512	0.56	PPI
ENSG00000137575	ENSG00000082512	0.56	PPI
ENSG00000157020	ENSG00000082512	0.56	PPI
ENSG00000115806	ENSG00000082512	0.56	PPI
ENSG00000175104	ENSG00000082512	0.74	PPI
ENSG00000240505	ENSG00000082512	0.46	PPI
ENSG00000170542	ENSG00000082512	0.56	PPI
ENSG00000136450	ENSG00000082512	0.5	PPI
ENSG00000163635	ENSG00000188157	0.51	PPI
ENSG00000118260	ENSG00000143995	0.68	PPI
ENSG00000107807	ENSG00000143995	0.51	PPI
ENSG00000072364	ENSG00000118985	0.53	PPI
ENSG00000171843	ENSG00000118985	0.53	PPI
ENSG00000166848	ENSG00000182952	0.51	PPI
ENSG00000160182	ENSG00000026950	0.54	PPI
ENSG00000116750	ENSG00000115233	0.67	PPI
ENSG00000100764	ENSG00000115233	0.56	PPI
ENSG00000103035	ENSG00000115233	0.75	PPI
ENSG00000177138	ENSG00000115233	0.56	PPI
ENSG00000130706	ENSG00000115233	0.53	PPI
ENSG00000162961	ENSG00000115233	0.56	PPI
ENSG00000100599	ENSG00000136717	0.58	PPI
ENSG00000171100	ENSG00000136717	0.6	PPI
ENSG00000114520	ENSG00000136717	0.51	PPI
ENSG00000094916	ENSG00000102753	0.53	PPI
ENSG00000108424	ENSG00000102753	0.56	PPI
ENSG00000114107	ENSG00000115694	0.56	PPI
ENSG00000167110	ENSG00000115694	0.74	PPI
ENSG00000173421	ENSG00000115694	0.56	PPI
ENSG00000115694	ENSG00000115694	0.62	PPI
ENSG00000204713	ENSG00000115694	0.56	PPI
ENSG00000171016	ENSG00000116128	0.6	PPI
ENSG00000163348	ENSG00000116128	0.59	PPI
ENSG00000168036	ENSG00000116128	0.51	PPI
ENSG00000134371	ENSG00000116128	0.56	PPI
ENSG00000264343	ENSG00000117480	0.56	PPI
ENSG00000136280	ENSG00000001631	0.63	PPI
ENSG00000161609	ENSG00000110375	0.56	PPI
ENSG00000111206	ENSG00000100029	0.5	PPI
ENSG00000261236	ENSG00000100029	0.46	PPI
ENSG00000137094	ENSG00000141837	0.51	PPI
ENSG00000095951	ENSG00000141837	0.51	PPI
ENSG00000105429	ENSG00000141837	0.51	PPI
ENSG00000136754	ENSG00000141837	0.51	PPI
ENSG00000128805	ENSG00000141837	0.51	PPI
ENSG00000005379	ENSG00000141837	0.51	PPI
ENSG00000139211	ENSG00000141837	0.51	PPI
ENSG00000140740	ENSG00000141837	0.51	PPI
ENSG00000072071	ENSG00000141837	0.51	PPI
ENSG00000204435	ENSG00000141837	0.51	PPI
ENSG00000119596	ENSG00000141837	0.51	PPI
ENSG00000090006	ENSG00000141837	0.51	PPI
ENSG00000087086	ENSG00000137575	0.56	PPI
ENSG00000178988	ENSG00000137575	0.56	PPI
ENSG00000155329	ENSG00000137575	0.56	PPI
ENSG00000155760	ENSG00000137575	0.63	PPI
ENSG00000176903	ENSG00000137575	0.56	PPI
ENSG00000116754	ENSG00000137575	0.56	PPI
ENSG00000112343	ENSG00000137575	0.56	PPI
ENSG00000124713	ENSG00000137575	0.56	PPI
ENSG00000165704	ENSG00000137575	0.56	PPI
ENSG00000158825	ENSG00000137575	0.56	PPI
ENSG00000186197	ENSG00000137575	0.56	PPI
ENSG00000179335	ENSG00000137575	0.56	PPI
ENSG00000112232	ENSG00000137575	0.56	PPI
ENSG00000272804	ENSG00000137575	0.56	PPI
ENSG00000120860	ENSG00000137575	0.56	PPI
ENSG00000008130	ENSG00000137575	0.56	PPI
ENSG00000023191	ENSG00000137575	0.56	PPI
ENSG00000149476	ENSG00000137575	0.56	PPI
ENSG00000119929	ENSG00000137575	0.56	PPI
ENSG00000076685	ENSG00000137575	0.56	PPI
ENSG00000176101	ENSG00000137575	0.56	PPI
ENSG00000179950	ENSG00000137575	0.56	PPI
ENSG00000104524	ENSG00000137575	0.56	PPI
ENSG00000100079	ENSG00000137575	0.56	PPI
ENSG00000198326	ENSG00000137575	0.56	PPI
ENSG00000204713	ENSG00000137575	0.56	PPI
ENSG00000144597	ENSG00000137575	0.56	PPI
ENSG00000103502	ENSG00000137575	0.56	PPI
ENSG00000173421	ENSG00000137575	0.56	PPI
ENSG00000121766	ENSG00000137575	0.56	PPI
ENSG00000166091	ENSG00000137575	0.56	PPI
ENSG00000151790	ENSG00000137575	0.56	PPI
ENSG00000136146	ENSG00000137575	0.56	PPI
ENSG00000163818	ENSG00000137575	0.56	PPI
ENSG00000197798	ENSG00000137575	0.56	PPI
ENSG00000117153	ENSG00000137575	0.56	PPI
ENSG00000100376	ENSG00000137575	0.56	PPI
ENSG00000124357	ENSG00000137575	0.56	PPI
ENSG00000205352	ENSG00000137575	0.56	PPI
ENSG00000240694	ENSG00000137575	0.56	PPI
ENSG00000264343	ENSG00000137575	0.56	PPI
ENSG00000176444	ENSG00000137575	0.56	PPI
ENSG00000140368	ENSG00000137575	0.56	PPI
ENSG00000149089	ENSG00000137575	0.56	PPI
ENSG00000100519	ENSG00000137575	0.56	PPI
ENSG00000160202	ENSG00000137575	0.56	PPI
ENSG00000163320	ENSG00000137575	0.56	PPI
ENSG00000160688	ENSG00000137575	0.56	PPI
ENSG00000150776	ENSG00000137575	0.56	PPI
ENSG00000160062	ENSG00000137575	0.56	PPI
ENSG00000175376	ENSG00000137575	0.56	PPI
ENSG00000177138	ENSG00000137575	0.56	PPI
ENSG00000099804	ENSG00000137575	0.56	PPI
ENSG00000065371	ENSG00000137575	0.56	PPI
ENSG00000145365	ENSG00000137575	0.56	PPI
ENSG00000136436	ENSG00000137575	0.56	PPI
ENSG00000188761	ENSG00000137575	0.56	PPI
ENSG00000159231	ENSG00000137575	0.56	PPI
ENSG00000150787	ENSG00000137575	0.56	PPI
ENSG00000131143	ENSG00000137575	0.56	PPI
ENSG00000108309	ENSG00000137575	0.56	PPI
ENSG00000110400	ENSG00000137575	0.65	PPI
ENSG00000134748	ENSG00000137575	0.56	PPI
ENSG00000047579	ENSG00000137575	0.56	PPI
ENSG00000152133	ENSG00000137575	0.56	PPI
ENSG00000254997	ENSG00000137575	0.56	PPI
ENSG00000175573	ENSG00000137575	0.56	PPI
ENSG00000116922	ENSG00000137575	0.56	PPI
ENSG00000104964	ENSG00000137575	0.56	PPI
ENSG00000092199	ENSG00000137575	0.56	PPI
ENSG00000134996	ENSG00000137575	0.56	PPI
ENSG00000115255	ENSG00000137575	0.56	PPI
ENSG00000013725	ENSG00000137575	0.46	PPI
ENSG00000113272	ENSG00000137575	0.56	PPI
ENSG00000084764	ENSG00000137575	0.56	PPI
ENSG00000153006	ENSG00000137575	0.56	PPI
ENSG00000138100	ENSG00000137575	0.56	PPI
ENSG00000230989	ENSG00000137575	0.56	PPI
ENSG00000100167	ENSG00000137575	0.56	PPI
ENSG00000129187	ENSG00000137575	0.56	PPI
ENSG00000167858	ENSG00000137575	0.56	PPI
ENSG00000136938	ENSG00000137575	0.56	PPI
ENSG00000100206	ENSG00000137575	0.56	PPI
ENSG00000029993	ENSG00000137575	0.56	PPI
ENSG00000163577	ENSG00000137575	0.56	PPI
ENSG00000120658	ENSG00000137575	0.56	PPI
ENSG00000071655	ENSG00000137575	0.56	PPI
ENSG00000154945	ENSG00000137575	0.56	PPI
ENSG00000134504	ENSG00000137575	0.56	PPI
ENSG00000109466	ENSG00000137575	0.56	PPI
ENSG00000105991	ENSG00000137575	0.56	PPI
ENSG00000269096	ENSG00000137575	0.56	PPI
ENSG00000135457	ENSG00000137575	0.56	PPI
ENSG00000128573	ENSG00000137575	0.56	PPI
ENSG00000119401	ENSG00000137575	0.56	PPI
ENSG00000131051	ENSG00000137575	0.56	PPI
ENSG00000104756	ENSG00000137575	0.56	PPI
ENSG00000179958	ENSG00000137575	0.56	PPI
ENSG00000115875	ENSG00000137575	0.56	PPI
ENSG00000198081	ENSG00000137575	0.56	PPI
ENSG00000169592	ENSG00000137575	0.56	PPI
ENSG00000145779	ENSG00000137575	0.56	PPI
ENSG00000162924	ENSG00000137575	0.56	PPI
ENSG00000140009	ENSG00000101361	0.46	PPI
ENSG00000136997	ENSG00000101361	0.56	PPI
ENSG00000091831	ENSG00000101361	0.46	PPI
ENSG00000055044	ENSG00000101361	0.53	PPI
ENSG00000106263	ENSG00000215301	0.5	PPI
ENSG00000065978	ENSG00000215301	0.61	PPI
ENSG00000151247	ENSG00000215301	0.77	PPI
ENSG00000091831	ENSG00000215301	0.46	PPI
ENSG00000263528	ENSG00000215301	0.7	PPI
ENSG00000162231	ENSG00000215301	0.6	PPI
ENSG00000070756	ENSG00000215301	0.79	PPI
ENSG00000088888	ENSG00000215301	0.54	PPI
ENSG00000114867	ENSG00000215301	0.56	PPI
ENSG00000140575	ENSG00000128567	0.56	PPI
ENSG00000139197	ENSG00000108733	0.68	PPI
ENSG00000162735	ENSG00000108733	0.53	PPI
ENSG00000094916	ENSG00000186432	0.53	PPI
ENSG00000093000	ENSG00000186432	0.56	PPI
ENSG00000137055	ENSG00000186432	0.56	PPI
ENSG00000038274	ENSG00000186432	0.56	PPI
ENSG00000187954	ENSG00000186432	0.56	PPI
ENSG00000004700	ENSG00000186432	0.51	PPI
ENSG00000116478	ENSG00000186432	0.53	PPI
ENSG00000092199	ENSG00000186432	0.56	PPI
ENSG00000163472	ENSG00000170290	0.56	PPI
ENSG00000181392	ENSG00000170290	0.56	PPI
ENSG00000126803	ENSG00000112343	0.56	PPI
ENSG00000111445	ENSG00000112343	0.56	PPI
ENSG00000137275	ENSG00000112343	0.51	PPI
ENSG00000109971	ENSG00000112343	0.56	PPI
ENSG00000114784	ENSG00000112343	0.56	PPI
ENSG00000087338	ENSG00000112343	0.56	PPI
ENSG00000115806	ENSG00000112343	0.56	PPI
ENSG00000095002	ENSG00000112242	0.56	PPI
ENSG00000139687	ENSG00000112242	0.77	PPI
ENSG00000206560	ENSG00000119414	0.74	PPI
ENSG00000100239	ENSG00000119414	0.78	PPI
ENSG00000089289	ENSG00000119414	0.86	PPI
ENSG00000173542	ENSG00000119414	0.51	PPI
ENSG00000105063	ENSG00000119414	0.82	PPI
ENSG00000143155	ENSG00000119414	0.7	PPI
ENSG00000135341	ENSG00000119414	0.6	PPI
ENSG00000114978	ENSG00000119414	0.46	PPI
ENSG00000239672	ENSG00000103202	0.67	PPI
ENSG00000131746	ENSG00000103202	0.49	PPI
ENSG00000109684	ENSG00000103202	0.49	PPI
ENSG00000141736	ENSG00000133056	0.52	PPI
ENSG00000204713	ENSG00000133056	0.6	PPI
ENSG00000146648	ENSG00000133056	0.76	PPI
ENSG00000177885	ENSG00000133056	0.56	PPI
ENSG00000165140	ENSG00000130957	0.56	PPI
ENSG00000198561	ENSG00000162407	0.64	PPI
ENSG00000127616	ENSG00000117713	0.9	PPI
ENSG00000080503	ENSG00000117713	0.59	PPI
ENSG00000141380	ENSG00000117713	0.46	PPI
ENSG00000173406	ENSG00000134107	0.56	PPI
ENSG00000129673	ENSG00000134107	0.56	PPI
ENSG00000132356	ENSG00000134107	0.56	PPI
ENSG00000103275	ENSG00000134107	0.58	PPI
ENSG00000135940	ENSG00000134107	0.56	PPI
ENSG00000134107	ENSG00000134107	0.55	PPI
ENSG00000141510	ENSG00000134107	0.56	PPI
ENSG00000090061	ENSG00000134107	0.56	PPI
ENSG00000184967	ENSG00000134107	0.56	PPI
ENSG00000103852	ENSG00000134107	0.56	PPI
ENSG00000179222	ENSG00000134107	0.56	PPI
ENSG00000129194	ENSG00000134107	0.56	PPI
ENSG00000205643	ENSG00000134107	0.56	PPI
ENSG00000115593	ENSG00000134107	0.56	PPI
ENSG00000183864	ENSG00000134107	0.56	PPI
ENSG00000164292	ENSG00000134107	0.56	PPI
ENSG00000121579	ENSG00000134107	0.56	PPI
ENSG00000100461	ENSG00000134107	0.56	PPI
ENSG00000185527	ENSG00000134107	0.56	PPI
ENSG00000140830	ENSG00000134107	0.56	PPI
ENSG00000126785	ENSG00000134107	0.56	PPI
ENSG00000157110	ENSG00000134107	0.56	PPI
ENSG00000103043	ENSG00000134107	0.56	PPI
ENSG00000115762	ENSG00000134107	0.56	PPI
ENSG00000154582	ENSG00000120833	0.57	PPI
ENSG00000007516	ENSG00000181790	0.48	PPI
ENSG00000116478	ENSG00000111328	0.64	PPI
ENSG00000071655	ENSG00000111328	0.53	PPI
ENSG00000178988	ENSG00000111328	0.67	PPI
ENSG00000196591	ENSG00000111328	0.64	PPI
ENSG00000196090	ENSG00000196090	0.51	PPI
ENSG00000054356	ENSG00000196090	0.51	PPI
ENSG00000077348	ENSG00000130475	0.56	PPI
ENSG00000101213	ENSG00000130475	0.56	PPI
ENSG00000006659	ENSG00000130475	0.56	PPI
ENSG00000172059	ENSG00000115514	0.56	PPI
ENSG00000204713	ENSG00000115514	0.56	PPI
ENSG00000182645	ENSG00000115514	0.56	PPI
ENSG00000176903	ENSG00000115514	0.56	PPI
ENSG00000170788	ENSG00000115514	0.56	PPI
ENSG00000101624	ENSG00000115514	0.56	PPI
ENSG00000149557	ENSG00000115514	0.51	PPI
ENSG00000122180	ENSG00000115514	0.56	PPI
ENSG00000120699	ENSG00000115514	0.56	PPI
ENSG00000071539	ENSG00000151640	0.56	PPI
ENSG00000157110	ENSG00000151640	0.56	PPI
ENSG00000165185	ENSG00000184557	0.56	PPI
ENSG00000130479	ENSG00000184557	0.54	PPI
ENSG00000176105	ENSG00000184557	0.56	PPI
ENSG00000145715	ENSG00000184557	0.46	PPI
ENSG00000109684	ENSG00000170677	0.49	PPI
ENSG00000072201	ENSG00000170677	0.49	PPI
ENSG00000157500	ENSG00000170677	0.49	PPI
ENSG00000137693	ENSG00000170677	0.52	PPI
ENSG00000152137	ENSG00000004776	0.51	PPI
ENSG00000170027	ENSG00000004776	0.53	PPI
ENSG00000010810	ENSG00000004777	0.51	PPI
ENSG00000109684	ENSG00000114395	0.49	PPI
ENSG00000183690	ENSG00000105669	0.56	PPI
ENSG00000111665	ENSG00000175215	0.56	PPI
ENSG00000169083	ENSG00000175215	0.58	PPI
ENSG00000130479	ENSG00000183753	0.58	PPI
ENSG00000130479	ENSG00000183795	0.58	PPI
ENSG00000130479	ENSG00000185894	0.58	PPI
ENSG00000166848	ENSG00000154620	0.51	PPI
ENSG00000070831	ENSG00000149798	0.74	PPI
ENSG00000145819	ENSG00000149798	0.56	PPI
ENSG00000197635	ENSG00000169248	0.62	PPI
ENSG00000132938	ENSG00000169248	0.56	PPI
ENSG00000173207	ENSG00000131264	0.56	PPI
ENSG00000166407	ENSG00000131264	0.56	PPI
ENSG00000131791	ENSG00000131264	0.56	PPI
ENSG00000135363	ENSG00000131264	0.56	PPI
ENSG00000182195	ENSG00000099204	0.51	PPI
ENSG00000187796	ENSG00000099204	0.56	PPI
ENSG00000213923	ENSG00000107404	0.64	PPI
ENSG00000161202	ENSG00000107404	0.63	PPI
ENSG00000107404	ENSG00000107404	0.52	PPI
ENSG00000100592	ENSG00000107404	0.46	PPI
ENSG00000198176	ENSG00000107404	0.46	PPI
ENSG00000018408	ENSG00000107404	0.52	PPI
ENSG00000134982	ENSG00000107404	0.62	PPI
ENSG00000136021	ENSG00000107404	0.54	PPI
ENSG00000165617	ENSG00000004975	0.65	PPI
ENSG00000004975	ENSG00000004975	0.51	PPI
ENSG00000141510	ENSG00000004975	0.55	PPI
ENSG00000137699	ENSG00000004975	0.56	PPI
ENSG00000018408	ENSG00000004975	0.59	PPI
ENSG00000150764	ENSG00000004975	0.5	PPI
ENSG00000134982	ENSG00000004975	0.56	PPI
ENSG00000197279	ENSG00000004975	0.51	PPI
ENSG00000213923	ENSG00000004975	0.55	PPI
ENSG00000151929	ENSG00000004975	0.55	PPI
ENSG00000196470	ENSG00000163879	0.56	PPI
ENSG00000198890	ENSG00000163879	0.51	PPI
ENSG00000146063	ENSG00000173575	0.67	PPI
ENSG00000167858	ENSG00000173575	0.56	PPI
ENSG00000131931	ENSG00000173575	0.56	PPI
ENSG00000161609	ENSG00000108433	0.56	PPI
ENSG00000183629	ENSG00000108433	0.56	PPI
ENSG00000103496	ENSG00000108433	0.56	PPI
ENSG00000153684	ENSG00000108433	0.56	PPI
ENSG00000135823	ENSG00000108433	0.56	PPI
ENSG00000110958	ENSG00000133124	0.5	PPI
ENSG00000166913	ENSG00000133124	0.53	PPI
ENSG00000167193	ENSG00000133124	0.46	PPI
ENSG00000272804	ENSG00000136827	0.56	PPI
ENSG00000033122	ENSG00000136827	0.49	PPI
ENSG00000168899	ENSG00000124222	0.56	PPI
ENSG00000167193	ENSG00000126460	0.49	PPI
ENSG00000091831	ENSG00000167548	0.52	PPI
ENSG00000117222	ENSG00000167548	0.73	PPI
ENSG00000196363	ENSG00000167548	0.71	PPI
ENSG00000157212	ENSG00000167548	0.64	PPI
ENSG00000280789	ENSG00000167548	0.53	PPI
ENSG00000129691	ENSG00000167548	0.76	PPI
ENSG00000198646	ENSG00000167548	0.67	PPI
ENSG00000132436	ENSG00000119185	0.56	PPI
ENSG00000132906	ENSG00000120868	0.93	PPI
ENSG00000172115	ENSG00000120868	0.69	PPI
ENSG00000003400	ENSG00000101782	0.6	PPI
ENSG00000144744	ENSG00000141401	0.56	PPI
ENSG00000133731	ENSG00000141401	0.56	PPI
ENSG00000107643	ENSG00000076984	0.56	PPI
ENSG00000145675	ENSG00000076984	0.46	PPI
ENSG00000121653	ENSG00000076984	0.62	PPI
ENSG00000099860	ENSG00000076984	0.65	PPI
ENSG00000135341	ENSG00000076984	0.7	PPI
ENSG00000162924	ENSG00000101473	0.56	PPI
ENSG00000133318	ENSG00000103502	0.56	PPI
ENSG00000074201	ENSG00000100462	0.63	PPI
ENSG00000157933	ENSG00000100462	0.46	PPI
ENSG00000078399	ENSG00000100462	0.52	PPI
ENSG00000124784	ENSG00000100462	0.5	PPI
ENSG00000273542	ENSG00000100462	0.57	PPI
ENSG00000158055	ENSG00000100462	0.51	PPI
ENSG00000116455	ENSG00000100462	0.76	PPI
ENSG00000101412	ENSG00000100462	0.65	PPI
ENSG00000162692	ENSG00000100462	0.53	PPI
ENSG00000172432	ENSG00000100462	0.51	PPI
ENSG00000276180	ENSG00000100462	0.57	PPI
ENSG00000100461	ENSG00000100462	0.63	PPI
ENSG00000060069	ENSG00000100462	0.62	PPI
ENSG00000278705	ENSG00000100462	0.57	PPI
ENSG00000275126	ENSG00000100462	0.57	PPI
ENSG00000276966	ENSG00000100462	0.57	PPI
ENSG00000166446	ENSG00000100462	0.51	PPI
ENSG00000274618	ENSG00000100462	0.57	PPI
ENSG00000270276	ENSG00000100462	0.57	PPI
ENSG00000197061	ENSG00000100462	0.57	PPI
ENSG00000172301	ENSG00000100462	0.62	PPI
ENSG00000270882	ENSG00000100462	0.57	PPI
ENSG00000158406	ENSG00000100462	0.57	PPI
ENSG00000197837	ENSG00000100462	0.57	PPI
ENSG00000277157	ENSG00000100462	0.57	PPI
ENSG00000197238	ENSG00000100462	0.57	PPI
ENSG00000278637	ENSG00000100462	0.57	PPI
ENSG00000076641	ENSG00000109062	0.51	PPI
ENSG00000099992	ENSG00000109062	0.49	PPI
ENSG00000169252	ENSG00000109062	0.56	PPI
ENSG00000092820	ENSG00000109062	0.69	PPI
ENSG00000137693	ENSG00000109062	0.68	PPI
ENSG00000113721	ENSG00000109062	0.74	PPI
