ensg1	ensg2	score	interaction	direction	evidence_code
ENSG00000164867	ENSG00000132475	0.37	PPI	undirected	ADIA
ENSG00000164867	ENSG00000163041	0.37	PPI	undirected	ADIA
ENSG00000080815	ENSG00000164885	0.37	PPI	undirected	ADIA
ENSG00000105982	ENSG00000164885	0.37	PPI	undirected	ADIA
ENSG00000105613	ENSG00000164885	0.37	PPI	undirected	ADIA
ENSG00000105401	ENSG00000164885	0.37	PPI	undirected	ADIA
ENSG00000167755	ENSG00000169031	0.44	PPI	undirected	ADIA
ENSG00000175582	ENSG00000107282	0.63	PPI	undirected	ADIA
ENSG00000175582	ENSG00000107282	0.37	PPI	undirected	ADIA
ENSG00000154917	ENSG00000107282	0.63	PPI	undirected	ADIA
ENSG00000154917	ENSG00000107282	0.63	PPI	undirected	ADIA
ENSG00000175582	ENSG00000107282	0.63	PPI	undirected	ADIA
ENSG00000142192	ENSG00000107282	0.46	PPI	undirected	ADIA
ENSG00000159363	ENSG00000104044	0.37	PPI	undirected	ADIA
ENSG00000142192	ENSG00000106976	0.35	PPI	undirected	ADIA
ENSG00000142192	ENSG00000106976	0.35	PPI	undirected	ADIA
ENSG00000166313	ENSG00000084234	0.37	PPI	undirected	ADIA
ENSG00000105290	ENSG00000084234	0.54	PPI	undirected	ADIA
ENSG00000113108	ENSG00000084234	0.37	PPI	undirected	ADIA
ENSG00000084234	ENSG00000084234	0.54	PPI	undirected	ADIA
ENSG00000084234	ENSG00000084234	0.54	PPI	undirected	ADIA
ENSG00000084234	ENSG00000084234	0.54	PPI	undirected	ADIA
ENSG00000142192	ENSG00000084234	0.54	PPI	undirected	ADIA
ENSG00000164867	ENSG00000115380	0.37	PPI	undirected	ADIA
ENSG00000159363	ENSG00000169223	0.37	PPI	undirected	ADIA
ENSG00000130159	ENSG00000152778	0.37	PPI	undirected	ADIA
ENSG00000179262	ENSG00000152778	0.37	PPI	undirected	ADIA
ENSG00000142192	ENSG00000127445	0.40	PPI	undirected	ADIA
ENSG00000142192	ENSG00000197694	0.35	PPI	undirected	ADIA
ENSG00000084764	ENSG00000197694	0.35	PPI	undirected	ADIA
ENSG00000142192	ENSG00000108578	0.53	PPI	undirected	ADIA
ENSG00000105613	ENSG00000108578	0.37	PPI	undirected	ADIA
ENSG00000130159	ENSG00000108578	0.37	PPI	undirected	ADIA
ENSG00000138115	ENSG00000108578	0.37	PPI	undirected	ADIA
ENSG00000105982	ENSG00000108578	0.37	PPI	undirected	ADIA
ENSG00000167755	ENSG00000197565	0.44	PPI	undirected	ADIA
ENSG00000143801	ENSG00000197102	0.48	PPI	undirected	ADIA
ENSG00000143801	ENSG00000197102	0.48	PPI	undirected	ADIA
ENSG00000105982	ENSG00000196361	0.37	PPI	undirected	ADIA
ENSG00000175899	ENSG00000196361	0.37	PPI	undirected	ADIA
ENSG00000130159	ENSG00000196361	0.37	PPI	undirected	ADIA
ENSG00000164867	ENSG00000196361	0.37	PPI	undirected	ADIA
ENSG00000159363	ENSG00000118363	0.37	PPI	undirected	ADIA
ENSG00000164885	ENSG00000176749	0.44	PPI	undirected	ADIA
ENSG00000130159	ENSG00000106615	0.37	PPI	undirected	ADIA
ENSG00000175899	ENSG00000106615	0.37	PPI	undirected	ADIA
ENSG00000143801	ENSG00000106615	0.37	PPI	undirected	ADIA
ENSG00000164867	ENSG00000066044	0.37	PPI	undirected	ADIA
ENSG00000119917	ENSG00000105401	0.58	PPI	undirected	ADIA
ENSG00000080815	ENSG00000105401	0.48	PPI	undirected	ADIA
ENSG00000196365	ENSG00000105401	0.37	PPI	undirected	ADIA
ENSG00000179262	ENSG00000105401	0.37	PPI	undirected	ADIA
ENSG00000080815	ENSG00000105401	0.48	PPI	undirected	ADIA
ENSG00000164867	ENSG00000105401	0.58	PPI	undirected	ADIA
ENSG00000130203	ENSG00000105401	0.48	PPI	undirected	ADIA
ENSG00000119917	ENSG00000105401	0.58	PPI	undirected	ADIA
ENSG00000119917	ENSG00000105401	0.58	PPI	undirected	ADIA
ENSG00000164867	ENSG00000105401	0.58	PPI	undirected	ADIA
ENSG00000196361	ENSG00000105401	0.37	PPI	undirected	ADIA
ENSG00000164867	ENSG00000105401	0.58	PPI	undirected	ADIA
ENSG00000152778	ENSG00000105401	0.37	PPI	undirected	ADIA
ENSG00000164867	ENSG00000105401	0.58	PPI	undirected	ADIA
ENSG00000119917	ENSG00000105401	0.58	PPI	undirected	ADIA
ENSG00000142192	ENSG00000105401	0.37	PPI	undirected	ADIA
ENSG00000171862	ENSG00000113758	0.52	PPI	undirected	ADIA
ENSG00000121966	ENSG00000113758	0.35	PPI	undirected	ADIA
ENSG00000171862	ENSG00000113758	0.52	PPI	undirected	ADIA
ENSG00000164885	ENSG00000113758	0.44	PPI	undirected	ADIA
ENSG00000121966	ENSG00000113758	0.70	PPI	undirected	ADIA
ENSG00000121966	ENSG00000113758	0.70	PPI	undirected	ADIA
ENSG00000171862	ENSG00000113758	0.52	PPI	undirected	ADIA
ENSG00000113758	ENSG00000113758	0.40	PPI	undirected	ADIA
ENSG00000121966	ENSG00000113758	0.35	PPI	undirected	ADIA
ENSG00000121966	ENSG00000113758	0.70	PPI	undirected	ADIA
ENSG00000084764	ENSG00000113758	0.35	PPI	undirected	ADIA
ENSG00000164867	ENSG00000132305	0.37	PPI	undirected	ADIA
ENSG00000159363	ENSG00000115977	0.51	PPI	undirected	ADIA
ENSG00000130203	ENSG00000150593	0.48	PPI	undirected	ADIA
ENSG00000082701	ENSG00000188906	0.65	PPI	undirected	ADIA
ENSG00000186868	ENSG00000188906	0.44	PPI	undirected	ADIA
ENSG00000186868	ENSG00000188906	0.68	PPI	undirected	ADIA
ENSG00000186868	ENSG00000188906	0.68	PPI	undirected	ADIA
ENSG00000082701	ENSG00000188906	0.65	PPI	undirected	ADIA
ENSG00000082701	ENSG00000188906	0.65	PPI	undirected	ADIA
ENSG00000186868	ENSG00000188906	0.44	PPI	undirected	ADIA
ENSG00000082701	ENSG00000188906	0.65	PPI	undirected	ADIA
ENSG00000186868	ENSG00000188906	0.68	PPI	undirected	ADIA
ENSG00000082701	ENSG00000188906	0.65	PPI	undirected	ADIA
ENSG00000186868	ENSG00000188906	0.44	PPI	undirected	ADIA
ENSG00000164867	ENSG00000197256	0.37	PPI	undirected	ADIA
ENSG00000080815	ENSG00000197256	0.37	PPI	undirected	ADIA
ENSG00000164867	ENSG00000153066	0.37	PPI	undirected	ADIA
ENSG00000159363	ENSG00000189057	0.37	PPI	undirected	ADIA
ENSG00000164867	ENSG00000133030	0.37	PPI	undirected	ADIA
ENSG00000185339	ENSG00000157212	0.37	PPI	undirected	ADIA
ENSG00000105613	ENSG00000157212	0.37	PPI	undirected	ADIA
ENSG00000114491	ENSG00000157212	0.37	PPI	undirected	ADIA
ENSG00000130159	ENSG00000157212	0.37	PPI	undirected	ADIA
ENSG00000186868	ENSG00000072518	0.59	PPI	undirected	ADIA
ENSG00000186868	ENSG00000072518	0.59	PPI	undirected	ADIA
ENSG00000186868	ENSG00000072518	0.59	PPI	undirected	ADIA
ENSG00000159363	ENSG00000196981	0.37	PPI	undirected	ADIA
ENSG00000159363	ENSG00000163349	0.37	PPI	undirected	ADIA
ENSG00000185933	ENSG00000185933	0.52	PPI	undirected	ADIA
ENSG00000185933	ENSG00000185933	0.52	PPI	undirected	ADIA
ENSG00000185933	ENSG00000185933	0.52	PPI	undirected	ADIA
ENSG00000061676	ENSG00000136754	0.67	PPI	undirected	ADIA
ENSG00000158092	ENSG00000136754	0.40	PPI	undirected	ADIA
ENSG00000097007	ENSG00000136754	0.90	PPI	undirected	ADIA
ENSG00000061676	ENSG00000136754	0.67	PPI	undirected	ADIA
ENSG00000097007	ENSG00000136754	0.90	PPI	undirected	ADIA
ENSG00000159363	ENSG00000160087	0.37	PPI	undirected	ADIA
ENSG00000143801	ENSG00000138190	0.37	PPI	undirected	ADIA
ENSG00000105607	ENSG00000138190	0.37	PPI	undirected	ADIA
ENSG00000167815	ENSG00000138190	0.37	PPI	undirected	ADIA
ENSG00000138190	ENSG00000138190	0.37	PPI	undirected	ADIA
ENSG00000164867	ENSG00000138190	0.37	PPI	undirected	ADIA
ENSG00000159363	ENSG00000161544	0.37	PPI	undirected	ADIA
ENSG00000164867	ENSG00000166033	0.37	PPI	undirected	ADIA
ENSG00000081052	ENSG00000167755	0.44	PPI	undirected	ADIA
ENSG00000167755	ENSG00000167755	0.44	PPI	undirected	ADIA
ENSG00000142192	ENSG00000167755	0.44	PPI	undirected	ADIA
ENSG00000187498	ENSG00000167755	0.44	PPI	undirected	ADIA
ENSG00000164867	ENSG00000105607	0.52	PPI	undirected	ADIA
ENSG00000080815	ENSG00000105607	0.48	PPI	undirected	ADIA
ENSG00000130203	ENSG00000105607	0.37	PPI	undirected	ADIA
ENSG00000105401	ENSG00000105607	0.37	PPI	undirected	ADIA
ENSG00000164867	ENSG00000105607	0.52	PPI	undirected	ADIA
ENSG00000164867	ENSG00000105607	0.52	PPI	undirected	ADIA
ENSG00000116039	ENSG00000033627	0.27	PPI	undirected	ADIA
ENSG00000117984	ENSG00000033627	0.27	PPI	undirected	ADIA
ENSG00000162736	ENSG00000117362	0.69	PPI	undirected	ADIA
ENSG00000162736	ENSG00000117362	0.40	PPI	undirected	ADIA
ENSG00000080815	ENSG00000117362	0.44	PPI	undirected	ADIA
ENSG00000164867	ENSG00000092098	0.37	PPI	undirected	ADIA
ENSG00000130159	ENSG00000138134	0.37	PPI	undirected	ADIA
ENSG00000105401	ENSG00000138134	0.37	PPI	undirected	ADIA
ENSG00000105613	ENSG00000138134	0.37	PPI	undirected	ADIA
ENSG00000138190	ENSG00000138131	0.37	PPI	undirected	ADIA
ENSG00000105401	ENSG00000138131	0.37	PPI	undirected	ADIA
ENSG00000105982	ENSG00000133246	0.53	PPI	undirected	ADIA
ENSG00000105401	ENSG00000133246	0.37	PPI	undirected	ADIA
ENSG00000105982	ENSG00000133246	0.53	PPI	undirected	ADIA
ENSG00000159363	ENSG00000188394	0.37	PPI	undirected	ADIA
ENSG00000142192	ENSG00000197442	0.56	PPI	undirected	ADIA
ENSG00000142192	ENSG00000072506	0.63	PPI	undirected	ADIA
ENSG00000142192	ENSG00000072506	0.63	PPI	undirected	ADIA
ENSG00000142192	ENSG00000072506	0.63	PPI	undirected	ADIA
ENSG00000157212	ENSG00000107295	0.37	PPI	undirected	ADIA
ENSG00000143801	ENSG00000130159	0.52	PPI	undirected	ADIA
ENSG00000138190	ENSG00000130159	0.37	PPI	undirected	ADIA
ENSG00000179115	ENSG00000130159	0.53	PPI	undirected	ADIA
ENSG00000080815	ENSG00000130159	0.58	PPI	undirected	ADIA
ENSG00000105401	ENSG00000130159	0.37	PPI	undirected	ADIA
ENSG00000129354	ENSG00000130159	0.37	PPI	undirected	ADIA
ENSG00000105982	ENSG00000130159	0.37	PPI	undirected	ADIA
ENSG00000143801	ENSG00000130159	0.52	PPI	undirected	ADIA
ENSG00000171311	ENSG00000130159	0.37	PPI	undirected	ADIA
ENSG00000107829	ENSG00000130159	0.37	PPI	undirected	ADIA
ENSG00000130203	ENSG00000130159	0.52	PPI	undirected	ADIA
ENSG00000130159	ENSG00000130159	0.37	PPI	undirected	ADIA
ENSG00000080815	ENSG00000130159	0.58	PPI	undirected	ADIA
ENSG00000130203	ENSG00000130159	0.52	PPI	undirected	ADIA
ENSG00000196365	ENSG00000130159	0.37	PPI	undirected	ADIA
ENSG00000130203	ENSG00000130159	0.52	PPI	undirected	ADIA
ENSG00000143801	ENSG00000130159	0.52	PPI	undirected	ADIA
ENSG00000138180	ENSG00000130159	0.37	PPI	undirected	ADIA
ENSG00000175899	ENSG00000130159	0.37	PPI	undirected	ADIA
ENSG00000138131	ENSG00000130159	0.37	PPI	undirected	ADIA
ENSG00000105607	ENSG00000130159	0.37	PPI	undirected	ADIA
ENSG00000105982	ENSG00000107816	0.37	PPI	undirected	ADIA
ENSG00000164867	ENSG00000155252	0.37	PPI	undirected	ADIA
ENSG00000080815	ENSG00000115468	0.37	PPI	undirected	ADIA
ENSG00000175899	ENSG00000167965	0.37	PPI	undirected	ADIA
ENSG00000105607	ENSG00000105982	0.37	PPI	undirected	ADIA
ENSG00000143801	ENSG00000105982	0.37	PPI	undirected	ADIA
ENSG00000167815	ENSG00000105982	0.37	PPI	undirected	ADIA
ENSG00000138109	ENSG00000105982	0.37	PPI	undirected	ADIA
ENSG00000127452	ENSG00000105982	0.53	PPI	undirected	ADIA
ENSG00000152778	ENSG00000105982	0.37	PPI	undirected	ADIA
ENSG00000127452	ENSG00000105982	0.53	PPI	undirected	ADIA
ENSG00000138134	ENSG00000105982	0.53	PPI	undirected	ADIA
ENSG00000164867	ENSG00000105982	0.37	PPI	undirected	ADIA
ENSG00000179262	ENSG00000105982	0.37	PPI	undirected	ADIA
ENSG00000175899	ENSG00000105982	0.37	PPI	undirected	ADIA
ENSG00000105401	ENSG00000105982	0.37	PPI	undirected	ADIA
ENSG00000138134	ENSG00000105982	0.53	PPI	undirected	ADIA
ENSG00000198408	ENSG00000105982	0.37	PPI	undirected	ADIA
ENSG00000142192	ENSG00000262655	0.40	PPI	undirected	ADIA
ENSG00000105290	ENSG00000262655	0.40	PPI	undirected	ADIA
ENSG00000084234	ENSG00000262655	0.40	PPI	undirected	ADIA
ENSG00000142192	ENSG00000262655	0.40	PPI	undirected	ADIA
ENSG00000142192	ENSG00000138449	0.40	PPI	undirected	ADIA
ENSG00000142192	ENSG00000138449	0.59	PPI	undirected	ADIA
ENSG00000047457	ENSG00000138449	0.40	PPI	undirected	ADIA
ENSG00000159363	ENSG00000134153	0.37	PPI	undirected	ADIA
ENSG00000104765	ENSG00000159363	0.51	PPI	undirected	ADIA
ENSG00000178950	ENSG00000159363	0.51	PPI	undirected	ADIA
ENSG00000105701	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000178950	ENSG00000159363	0.51	PPI	undirected	ADIA
ENSG00000110148	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000132718	ENSG00000159363	0.51	PPI	undirected	ADIA
ENSG00000120324	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000183496	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000108219	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000203880	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000005810	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000075624	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000198856	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000094631	ENSG00000159363	0.51	PPI	undirected	ADIA
ENSG00000109971	ENSG00000159363	0.51	PPI	undirected	ADIA
ENSG00000135390	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000115977	ENSG00000159363	0.51	PPI	undirected	ADIA
ENSG00000174851	ENSG00000159363	0.51	PPI	undirected	ADIA
ENSG00000181104	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000132718	ENSG00000159363	0.51	PPI	undirected	ADIA
ENSG00000143870	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000165775	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000144476	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000172775	ENSG00000159363	0.37	PPI	undirected	ADIA
ENSG00000173801	ENSG00000148737	0.60	PPI	undirected	ADIA
ENSG00000173801	ENSG00000148737	0.60	PPI	undirected	ADIA
ENSG00000107282	ENSG00000154917	0.63	PPI	undirected	ADIA
ENSG00000107282	ENSG00000154917	0.37	PPI	undirected	ADIA
ENSG00000107282	ENSG00000154917	0.63	PPI	undirected	ADIA
ENSG00000142192	ENSG00000103942	0.40	PPI	undirected	ADIA
ENSG00000142192	ENSG00000051128	0.52	PPI	undirected	ADIA
ENSG00000143801	ENSG00000127452	0.37	PPI	undirected	ADIA
ENSG00000105401	ENSG00000127452	0.37	PPI	undirected	ADIA
ENSG00000105613	ENSG00000127452	0.37	PPI	undirected	ADIA
ENSG00000087086	ENSG00000205155	0.51	PPI	undirected	ADIA
ENSG00000186868	ENSG00000116141	0.40	PPI	undirected	ADIA
ENSG00000105290	ENSG00000113805	0.44	PPI	undirected	ADIA
ENSG00000142192	ENSG00000113805	0.44	PPI	undirected	ADIA
ENSG00000142192	ENSG00000114841	0.35	PPI	undirected	ADIA
ENSG00000142192	ENSG00000114841	0.35	PPI	undirected	ADIA
ENSG00000175899	ENSG00000020129	0.37	PPI	undirected	ADIA
ENSG00000159363	ENSG00000094631	0.51	PPI	undirected	ADIA
ENSG00000159363	ENSG00000137414	0.37	PPI	undirected	ADIA
ENSG00000142192	ENSG00000121653	0.63	PPI	undirected	ADIA
ENSG00000142192	ENSG00000121653	0.63	PPI	undirected	ADIA
ENSG00000142192	ENSG00000121653	0.63	PPI	undirected	ADIA
ENSG00000142192	ENSG00000121653	0.63	PPI	undirected	ADIA
ENSG00000159363	ENSG00000105583	0.37	PPI	undirected	ADIA
ENSG00000175899	ENSG00000179115	0.37	PPI	undirected	ADIA
ENSG00000130159	ENSG00000179115	0.53	PPI	undirected	ADIA
ENSG00000130203	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000105649	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000198408	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000152778	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000196361	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000138190	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000138131	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000130159	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000132002	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000184719	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000164867	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000175899	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000107829	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000142192	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000119917	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000133246	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000143801	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000196365	ENSG00000105613	0.37	PPI	undirected	ADIA
ENSG00000080815	ENSG00000082397	0.37	PPI	undirected	ADIA
ENSG00000105401	ENSG00000171311	0.37	PPI	undirected	ADIA
ENSG00000105613	ENSG00000171311	0.37	PPI	undirected	ADIA
ENSG00000138190	ENSG00000171311	0.37	PPI	undirected	ADIA
ENSG00000175899	ENSG00000171311	0.37	PPI	undirected	ADIA
ENSG00000105982	ENSG00000171311	0.37	PPI	undirected	ADIA
ENSG00000164867	ENSG00000214253	0.37	PPI	undirected	ADIA
ENSG00000105613	ENSG00000129354	0.37	PPI	undirected	ADIA
