ensg1	ensg2	score	interaction	direction	evidence_code
ENSG00000096717	ENSG00000144381	0.40	PPI	undirected	SIA
ENSG00000156475	ENSG00000144381	0.35	PPI	undirected	SIA
ENSG00000075624	ENSG00000144381	0.40	PPI	undirected	SIA
ENSG00000001626	ENSG00000144381	0.35	PPI	undirected	SIA
ENSG00000142082	ENSG00000144381	0.40	PPI	undirected	SIA
ENSG00000177885	ENSG00000144381	0.35	PPI	undirected	SIA
ENSG00000156603	ENSG00000144381	0.35	PPI	undirected	SIA
ENSG00000146648	ENSG00000144381	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000144381	0.35	PPI	undirected	SIA
ENSG00000188486	ENSG00000120885	0.35	PPI	undirected	SIA
ENSG00000134640	ENSG00000044574	0.35	PPI	undirected	SIA
ENSG00000157764	ENSG00000044574	0.35	PPI	undirected	SIA
ENSG00000137486	ENSG00000044574	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000044574	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000044574	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000044574	0.53	PPI	undirected	SIA
ENSG00000168412	ENSG00000044574	0.35	PPI	undirected	SIA
ENSG00000142082	ENSG00000044574	0.40	PPI	undirected	SIA
ENSG00000001626	ENSG00000044574	0.53	PPI	undirected	SIA
ENSG00000134698	ENSG00000044574	0.35	PPI	undirected	SIA
ENSG00000137486	ENSG00000044574	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000044574	0.55	PPI	undirected	SIA
ENSG00000137478	ENSG00000044574	0.37	PPI	undirected	SIA
ENSG00000156475	ENSG00000044574	0.46	PPI	undirected	SIA
ENSG00000096717	ENSG00000044574	0.40	PPI	undirected	SIA
ENSG00000156475	ENSG00000044574	0.46	PPI	undirected	SIA
ENSG00000146648	ENSG00000044574	0.53	PPI	undirected	SIA
ENSG00000141480	ENSG00000109971	0.50	PPI	undirected	SIA
ENSG00000146648	ENSG00000109971	0.72	PPI	undirected	SIA
ENSG00000128245	ENSG00000109971	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000109971	0.50	PPI	undirected	SIA
ENSG00000157764	ENSG00000109971	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000109971	0.50	PPI	undirected	SIA
ENSG00000103266	ENSG00000109971	0.77	PPI	undirected	SIA
ENSG00000137486	ENSG00000109971	0.50	PPI	undirected	SIA
ENSG00000142192	ENSG00000109971	0.35	PPI	undirected	SIA
ENSG00000075624	ENSG00000109971	0.57	PPI	undirected	SIA
ENSG00000137486	ENSG00000109971	0.50	PPI	undirected	SIA
ENSG00000169032	ENSG00000109971	0.35	PPI	undirected	SIA
ENSG00000103266	ENSG00000109971	0.77	PPI	undirected	SIA
ENSG00000137486	ENSG00000109971	0.50	PPI	undirected	SIA
ENSG00000137486	ENSG00000109971	0.50	PPI	undirected	SIA
ENSG00000177885	ENSG00000109971	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000109971	0.50	PPI	undirected	SIA
ENSG00000142192	ENSG00000109971	0.35	PPI	undirected	SIA
ENSG00000134698	ENSG00000109971	0.35	PPI	undirected	SIA
ENSG00000126070	ENSG00000137992	0.35	PPI	undirected	SIA
ENSG00000134698	ENSG00000137992	0.35	PPI	undirected	SIA
ENSG00000154237	ENSG00000186716	0.35	PPI	undirected	SIA
ENSG00000154237	ENSG00000186716	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000186716	0.49	PPI	undirected	SIA
ENSG00000197694	ENSG00000070182	0.44	PPI	undirected	SIA
ENSG00000156475	ENSG00000173599	0.46	PPI	undirected	SIA
ENSG00000156475	ENSG00000173599	0.46	PPI	undirected	SIA
ENSG00000137486	ENSG00000198947	0.35	PPI	undirected	SIA
ENSG00000096384	ENSG00000100714	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000135446	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000070756	0.35	PPI	undirected	SIA
ENSG00000188486	ENSG00000070756	0.35	PPI	undirected	SIA
ENSG00000134698	ENSG00000070756	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000070756	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000070756	0.35	PPI	undirected	SIA
ENSG00000162946	ENSG00000142173	0.37	PPI	undirected	SIA
ENSG00000162946	ENSG00000142173	0.37	PPI	undirected	SIA
ENSG00000162946	ENSG00000142173	0.37	PPI	undirected	SIA
ENSG00000177885	ENSG00000151729	0.35	PPI	undirected	SIA
ENSG00000128245	ENSG00000169100	0.35	PPI	undirected	SIA
ENSG00000188486	ENSG00000169100	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000178035	0.35	PPI	undirected	SIA
ENSG00000096384	ENSG00000072110	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000072110	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000039068	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000039068	0.35	PPI	undirected	SIA
ENSG00000137486	ENSG00000109061	0.35	PPI	undirected	SIA
ENSG00000162946	ENSG00000092054	0.37	PPI	undirected	SIA
ENSG00000117560	ENSG00000197122	0.40	PPI	undirected	SIA
ENSG00000141480	ENSG00000196419	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000196419	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000196419	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000079246	0.35	PPI	undirected	SIA
ENSG00000137486	ENSG00000079246	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000167658	0.35	PPI	undirected	SIA
ENSG00000096384	ENSG00000167658	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000167658	0.35	PPI	undirected	SIA
ENSG00000104067	ENSG00000186395	0.35	PPI	undirected	SIA
ENSG00000156475	ENSG00000186395	0.46	PPI	undirected	SIA
ENSG00000156475	ENSG00000186395	0.46	PPI	undirected	SIA
ENSG00000146648	ENSG00000186081	0.35	PPI	undirected	SIA
ENSG00000156475	ENSG00000186081	0.46	PPI	undirected	SIA
ENSG00000156475	ENSG00000186081	0.46	PPI	undirected	SIA
ENSG00000188486	ENSG00000155660	0.35	PPI	undirected	SIA
ENSG00000204842	ENSG00000136167	0.46	PPI	undirected	SIA
ENSG00000177885	ENSG00000102024	0.35	PPI	undirected	SIA
ENSG00000204842	ENSG00000102024	0.46	PPI	undirected	SIA
ENSG00000204842	ENSG00000102024	0.46	PPI	undirected	SIA
ENSG00000177885	ENSG00000085063	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000085063	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000085063	0.35	PPI	undirected	SIA
ENSG00000146648	ENSG00000085063	0.44	PPI	undirected	SIA
ENSG00000142192	ENSG00000131095	0.35	PPI	undirected	SIA
ENSG00000188486	ENSG00000130175	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000180353	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000180353	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000180353	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000180353	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000067225	0.50	PPI	undirected	SIA
ENSG00000141480	ENSG00000067225	0.50	PPI	undirected	SIA
ENSG00000141480	ENSG00000067225	0.50	PPI	undirected	SIA
ENSG00000137486	ENSG00000067225	0.50	PPI	undirected	SIA
ENSG00000096384	ENSG00000067225	0.35	PPI	undirected	SIA
ENSG00000188486	ENSG00000067225	0.35	PPI	undirected	SIA
ENSG00000137486	ENSG00000067225	0.50	PPI	undirected	SIA
ENSG00000137486	ENSG00000067225	0.50	PPI	undirected	SIA
ENSG00000177885	ENSG00000067225	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000067225	0.50	PPI	undirected	SIA
ENSG00000142082	ENSG00000166598	0.40	PPI	undirected	SIA
ENSG00000188486	ENSG00000166598	0.35	PPI	undirected	SIA
ENSG00000156475	ENSG00000104824	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000115866	0.56	PPI	undirected	SIA
ENSG00000156475	ENSG00000173801	0.46	PPI	undirected	SIA
ENSG00000148737	ENSG00000173801	0.60	PPI	undirected	SIA
ENSG00000148737	ENSG00000173801	0.60	PPI	undirected	SIA
ENSG00000148737	ENSG00000173801	0.60	PPI	undirected	SIA
ENSG00000148737	ENSG00000173801	0.60	PPI	undirected	SIA
ENSG00000148737	ENSG00000173801	0.60	PPI	undirected	SIA
ENSG00000148737	ENSG00000173801	0.60	PPI	undirected	SIA
ENSG00000156475	ENSG00000173801	0.46	PPI	undirected	SIA
ENSG00000148737	ENSG00000173801	0.60	PPI	undirected	SIA
ENSG00000148737	ENSG00000173801	0.60	PPI	undirected	SIA
ENSG00000148737	ENSG00000173801	0.60	PPI	undirected	SIA
ENSG00000148737	ENSG00000173801	0.60	PPI	undirected	SIA
ENSG00000128245	ENSG00000157764	0.35	PPI	undirected	SIA
ENSG00000169032	ENSG00000157764	0.89	PPI	undirected	SIA
ENSG00000169032	ENSG00000157764	0.89	PPI	undirected	SIA
ENSG00000137486	ENSG00000091704	0.35	PPI	undirected	SIA
ENSG00000117461	ENSG00000177455	0.40	PPI	undirected	SIA
ENSG00000137486	ENSG00000140988	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000188486	0.35	PPI	undirected	SIA
ENSG00000137486	ENSG00000188486	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000159228	0.35	PPI	undirected	SIA
ENSG00000188486	ENSG00000170266	0.35	PPI	undirected	SIA
ENSG00000106976	ENSG00000158092	0.52	PPI	undirected	SIA
ENSG00000115904	ENSG00000158092	0.59	PPI	undirected	SIA
ENSG00000106976	ENSG00000158092	0.52	PPI	undirected	SIA
ENSG00000137486	ENSG00000187837	0.35	PPI	undirected	SIA
ENSG00000137486	ENSG00000187837	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000187837	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000119888	0.35	PPI	undirected	SIA
ENSG00000146648	ENSG00000174437	0.53	PPI	undirected	SIA
ENSG00000001626	ENSG00000174437	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000060138	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000173110	0.35	PPI	undirected	SIA
ENSG00000104067	ENSG00000152661	0.65	PPI	undirected	SIA
ENSG00000156603	ENSG00000108312	0.35	PPI	undirected	SIA
ENSG00000113916	ENSG00000170653	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000171793	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000108654	0.35	PPI	undirected	SIA
ENSG00000075624	ENSG00000108654	0.40	PPI	undirected	SIA
ENSG00000177885	ENSG00000108654	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000131981	0.35	PPI	undirected	SIA
ENSG00000156475	ENSG00000120438	0.46	PPI	undirected	SIA
ENSG00000096384	ENSG00000120438	0.35	PPI	undirected	SIA
ENSG00000119383	ENSG00000120438	0.35	PPI	undirected	SIA
ENSG00000102572	ENSG00000120438	0.35	PPI	undirected	SIA
ENSG00000115540	ENSG00000120438	0.35	PPI	undirected	SIA
ENSG00000113575	ENSG00000120438	0.60	PPI	undirected	SIA
ENSG00000175470	ENSG00000120438	0.35	PPI	undirected	SIA
ENSG00000009790	ENSG00000120438	0.35	PPI	undirected	SIA
ENSG00000156475	ENSG00000120438	0.46	PPI	undirected	SIA
ENSG00000147459	ENSG00000120438	0.35	PPI	undirected	SIA
ENSG00000077063	ENSG00000120438	0.35	PPI	undirected	SIA
ENSG00000156475	ENSG00000120438	0.46	PPI	undirected	SIA
ENSG00000090372	ENSG00000120438	0.35	PPI	undirected	SIA
ENSG00000113575	ENSG00000120438	0.60	PPI	undirected	SIA
ENSG00000104695	ENSG00000120438	0.53	PPI	undirected	SIA
ENSG00000104695	ENSG00000120438	0.53	PPI	undirected	SIA
ENSG00000074211	ENSG00000120438	0.53	PPI	undirected	SIA
ENSG00000113575	ENSG00000120438	0.60	PPI	undirected	SIA
ENSG00000074211	ENSG00000120438	0.53	PPI	undirected	SIA
ENSG00000196792	ENSG00000120438	0.53	PPI	undirected	SIA
ENSG00000149923	ENSG00000120438	0.64	PPI	undirected	SIA
ENSG00000115694	ENSG00000120438	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000182899	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000182899	0.35	PPI	undirected	SIA
ENSG00000134698	ENSG00000168374	0.35	PPI	undirected	SIA
ENSG00000096384	ENSG00000147604	0.35	PPI	undirected	SIA
ENSG00000075624	ENSG00000147604	0.40	PPI	undirected	SIA
ENSG00000141480	ENSG00000147604	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000147604	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000147604	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000132670	0.79	PPI	undirected	SIA
ENSG00000156475	ENSG00000265681	0.46	PPI	undirected	SIA
ENSG00000156475	ENSG00000265681	0.46	PPI	undirected	SIA
ENSG00000142192	ENSG00000171314	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000101608	0.53	PPI	undirected	SIA
ENSG00000075624	ENSG00000101608	0.40	PPI	undirected	SIA
ENSG00000012124	ENSG00000124181	0.50	PPI	undirected	SIA
ENSG00000213658	ENSG00000124181	0.74	PPI	undirected	SIA
ENSG00000012124	ENSG00000124181	0.50	PPI	undirected	SIA
ENSG00000213658	ENSG00000124181	0.74	PPI	undirected	SIA
ENSG00000121774	ENSG00000124181	0.59	PPI	undirected	SIA
ENSG00000141480	ENSG00000115053	0.50	PPI	undirected	SIA
ENSG00000177885	ENSG00000115053	0.55	PPI	undirected	SIA
ENSG00000141480	ENSG00000115053	0.50	PPI	undirected	SIA
ENSG00000101336	ENSG00000115053	0.40	PPI	undirected	SIA
ENSG00000075624	ENSG00000115053	0.40	PPI	undirected	SIA
ENSG00000141480	ENSG00000115053	0.50	PPI	undirected	SIA
ENSG00000137486	ENSG00000115053	0.50	PPI	undirected	SIA
ENSG00000137486	ENSG00000115053	0.50	PPI	undirected	SIA
ENSG00000105085	ENSG00000102978	0.53	PPI	undirected	SIA
ENSG00000156603	ENSG00000102978	0.53	PPI	undirected	SIA
ENSG00000063322	ENSG00000102978	0.35	PPI	undirected	SIA
ENSG00000141026	ENSG00000102978	0.35	PPI	undirected	SIA
ENSG00000133398	ENSG00000102978	0.35	PPI	undirected	SIA
ENSG00000063322	ENSG00000099817	0.35	PPI	undirected	SIA
ENSG00000133398	ENSG00000099817	0.35	PPI	undirected	SIA
ENSG00000141026	ENSG00000099817	0.35	PPI	undirected	SIA
ENSG00000137486	ENSG00000099817	0.35	PPI	undirected	SIA
ENSG00000105085	ENSG00000099817	0.53	PPI	undirected	SIA
ENSG00000156603	ENSG00000099817	0.53	PPI	undirected	SIA
ENSG00000141480	ENSG00000099817	0.35	PPI	undirected	SIA
ENSG00000134698	ENSG00000132109	0.35	PPI	undirected	SIA
ENSG00000126070	ENSG00000132109	0.35	PPI	undirected	SIA
ENSG00000110395	ENSG00000132109	0.35	PPI	undirected	SIA
ENSG00000188486	ENSG00000125977	0.35	PPI	undirected	SIA
ENSG00000111679	ENSG00000012124	0.50	PPI	undirected	SIA
ENSG00000254087	ENSG00000012124	0.50	PPI	undirected	SIA
ENSG00000165025	ENSG00000012124	0.62	PPI	undirected	SIA
ENSG00000111679	ENSG00000012124	0.50	PPI	undirected	SIA
ENSG00000188486	ENSG00000145741	0.35	PPI	undirected	SIA
ENSG00000029725	ENSG00000144566	0.44	PPI	undirected	SIA
ENSG00000102189	ENSG00000144566	0.77	PPI	undirected	SIA
ENSG00000102189	ENSG00000144566	0.77	PPI	undirected	SIA
ENSG00000113916	ENSG00000135100	0.35	PPI	undirected	SIA
ENSG00000121774	ENSG00000145715	0.40	PPI	undirected	SIA
ENSG00000177885	ENSG00000134202	0.35	PPI	undirected	SIA
ENSG00000165527	ENSG00000155097	0.52	PPI	undirected	SIA
ENSG00000165527	ENSG00000155097	0.52	PPI	undirected	SIA
ENSG00000165527	ENSG00000155097	0.52	PPI	undirected	SIA
ENSG00000137486	ENSG00000196924	0.35	PPI	undirected	SIA
ENSG00000126070	ENSG00000196924	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000196924	0.35	PPI	undirected	SIA
ENSG00000134640	ENSG00000196924	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000196924	0.56	PPI	undirected	SIA
ENSG00000104067	ENSG00000196924	0.35	PPI	undirected	SIA
ENSG00000137486	ENSG00000196924	0.35	PPI	undirected	SIA
ENSG00000112038	ENSG00000196924	0.60	PPI	undirected	SIA
ENSG00000096384	ENSG00000196924	0.56	PPI	undirected	SIA
ENSG00000112038	ENSG00000196924	0.60	PPI	undirected	SIA
ENSG00000141480	ENSG00000196924	0.35	PPI	undirected	SIA
ENSG00000112038	ENSG00000196924	0.60	PPI	undirected	SIA
ENSG00000169439	ENSG00000196712	0.37	PPI	undirected	SIA
ENSG00000142192	ENSG00000196712	0.51	PPI	undirected	SIA
ENSG00000142192	ENSG00000196712	0.51	PPI	undirected	SIA
ENSG00000169439	ENSG00000196712	0.37	PPI	undirected	SIA
ENSG00000142192	ENSG00000196712	0.51	PPI	undirected	SIA
ENSG00000169439	ENSG00000196712	0.37	PPI	undirected	SIA
ENSG00000167535	ENSG00000067715	0.37	PPI	undirected	SIA
ENSG00000075624	ENSG00000213585	0.40	PPI	undirected	SIA
ENSG00000100867	ENSG00000213585	0.40	PPI	undirected	SIA
ENSG00000141736	ENSG00000065361	0.97	PPI	undirected	SIA
ENSG00000141736	ENSG00000065361	0.97	PPI	undirected	SIA
ENSG00000145675	ENSG00000065361	0.91	PPI	undirected	SIA
ENSG00000145675	ENSG00000065361	0.91	PPI	undirected	SIA
ENSG00000141736	ENSG00000065361	0.97	PPI	undirected	SIA
ENSG00000141736	ENSG00000065361	0.97	PPI	undirected	SIA
ENSG00000145675	ENSG00000065361	0.91	PPI	undirected	SIA
ENSG00000145675	ENSG00000065361	0.91	PPI	undirected	SIA
ENSG00000178568	ENSG00000065361	0.59	PPI	undirected	SIA
ENSG00000145675	ENSG00000065361	0.91	PPI	undirected	SIA
ENSG00000178568	ENSG00000065361	0.59	PPI	undirected	SIA
ENSG00000146648	ENSG00000065361	0.88	PPI	undirected	SIA
ENSG00000145675	ENSG00000065361	0.91	PPI	undirected	SIA
ENSG00000001626	ENSG00000120265	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000120265	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000120265	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000120265	0.35	PPI	undirected	SIA
ENSG00000156603	ENSG00000105202	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000105202	0.56	PPI	undirected	SIA
ENSG00000074800	ENSG00000087085	0.53	PPI	undirected	SIA
ENSG00000204628	ENSG00000087085	0.53	PPI	undirected	SIA
ENSG00000096384	ENSG00000130985	0.35	PPI	undirected	SIA
ENSG00000156475	ENSG00000011052	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000122566	0.53	PPI	undirected	SIA
ENSG00000075624	ENSG00000122566	0.40	PPI	undirected	SIA
ENSG00000160293	ENSG00000152669	0.37	PPI	undirected	SIA
ENSG00000160691	ENSG00000110395	0.77	PPI	undirected	SIA
ENSG00000167193	ENSG00000110395	0.88	PPI	undirected	SIA
ENSG00000105647	ENSG00000110395	0.62	PPI	undirected	SIA
ENSG00000146648	ENSG00000110395	0.96	PPI	undirected	SIA
ENSG00000177885	ENSG00000110395	0.96	PPI	undirected	SIA
ENSG00000165458	ENSG00000110395	0.35	PPI	undirected	SIA
ENSG00000121774	ENSG00000110395	0.40	PPI	undirected	SIA
ENSG00000141480	ENSG00000116560	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000116560	0.35	PPI	undirected	SIA
ENSG00000162946	ENSG00000131462	0.46	PPI	undirected	SIA
ENSG00000007047	ENSG00000131462	0.62	PPI	undirected	SIA
ENSG00000128245	ENSG00000131462	0.35	PPI	undirected	SIA
ENSG00000164924	ENSG00000131462	0.35	PPI	undirected	SIA
ENSG00000162946	ENSG00000131462	0.46	PPI	undirected	SIA
ENSG00000177885	ENSG00000149273	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000149273	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000149273	0.35	PPI	undirected	SIA
ENSG00000134698	ENSG00000162434	0.35	PPI	undirected	SIA
ENSG00000137486	ENSG00000274641	0.35	PPI	undirected	SIA
ENSG00000137486	ENSG00000274641	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000274641	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000172757	0.35	PPI	undirected	SIA
ENSG00000188486	ENSG00000172757	0.43	PPI	undirected	SIA
ENSG00000141480	ENSG00000172757	0.58	PPI	undirected	SIA
ENSG00000137486	ENSG00000172757	0.58	PPI	undirected	SIA
ENSG00000188486	ENSG00000172757	0.43	PPI	undirected	SIA
ENSG00000141480	ENSG00000172757	0.58	PPI	undirected	SIA
ENSG00000188486	ENSG00000172757	0.43	PPI	undirected	SIA
ENSG00000188486	ENSG00000172757	0.43	PPI	undirected	SIA
ENSG00000188486	ENSG00000172757	0.43	PPI	undirected	SIA
ENSG00000137486	ENSG00000063046	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000063046	0.35	PPI	undirected	SIA
ENSG00000137486	ENSG00000063046	0.35	PPI	undirected	SIA
ENSG00000134698	ENSG00000063046	0.35	PPI	undirected	SIA
ENSG00000126070	ENSG00000063046	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000063046	0.35	PPI	undirected	SIA
ENSG00000188486	ENSG00000114942	0.35	PPI	undirected	SIA
ENSG00000100867	ENSG00000114942	0.40	PPI	undirected	SIA
ENSG00000075624	ENSG00000114942	0.40	PPI	undirected	SIA
ENSG00000156475	ENSG00000114942	0.35	PPI	undirected	SIA
ENSG00000156603	ENSG00000112237	0.35	PPI	undirected	SIA
ENSG00000133398	ENSG00000112237	0.35	PPI	undirected	SIA
ENSG00000063322	ENSG00000112237	0.35	PPI	undirected	SIA
ENSG00000105085	ENSG00000181222	0.53	PPI	undirected	SIA
ENSG00000105085	ENSG00000181222	0.53	PPI	undirected	SIA
ENSG00000133398	ENSG00000181222	0.35	PPI	undirected	SIA
ENSG00000156603	ENSG00000181222	0.53	PPI	undirected	SIA
ENSG00000141026	ENSG00000181222	0.35	PPI	undirected	SIA
ENSG00000063322	ENSG00000181222	0.35	PPI	undirected	SIA
ENSG00000133398	ENSG00000181222	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000112118	0.35	PPI	undirected	SIA
ENSG00000134698	ENSG00000112306	0.35	PPI	undirected	SIA
ENSG00000075624	ENSG00000112306	0.40	PPI	undirected	SIA
ENSG00000113916	ENSG00000100811	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000132002	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000132002	0.35	PPI	undirected	SIA
ENSG00000142082	ENSG00000152234	0.52	PPI	undirected	SIA
ENSG00000075624	ENSG00000152234	0.40	PPI	undirected	SIA
ENSG00000177885	ENSG00000152234	0.35	PPI	undirected	SIA
ENSG00000137486	ENSG00000152234	0.35	PPI	undirected	SIA
ENSG00000188486	ENSG00000147065	0.35	PPI	undirected	SIA
ENSG00000156475	ENSG00000110367	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000110367	0.35	PPI	undirected	SIA
ENSG00000167193	ENSG00000110367	0.35	PPI	undirected	SIA
ENSG00000113916	ENSG00000110367	0.35	PPI	undirected	SIA
ENSG00000188486	ENSG00000196154	0.35	PPI	undirected	SIA
ENSG00000133398	ENSG00000011304	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000011304	0.35	PPI	undirected	SIA
ENSG00000156603	ENSG00000011304	0.35	PPI	undirected	SIA
ENSG00000063322	ENSG00000011304	0.35	PPI	undirected	SIA
ENSG00000096717	ENSG00000254772	0.40	PPI	undirected	SIA
ENSG00000168412	ENSG00000254772	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000254772	0.35	PPI	undirected	SIA
ENSG00000134698	ENSG00000254772	0.35	PPI	undirected	SIA
ENSG00000134640	ENSG00000134308	0.35	PPI	undirected	SIA
ENSG00000137486	ENSG00000134308	0.50	PPI	undirected	SIA
ENSG00000141480	ENSG00000134308	0.50	PPI	undirected	SIA
ENSG00000058091	ENSG00000134308	0.51	PPI	undirected	SIA
ENSG00000058091	ENSG00000134308	0.51	PPI	undirected	SIA
ENSG00000157764	ENSG00000134308	0.69	PPI	undirected	SIA
ENSG00000146648	ENSG00000134308	0.81	PPI	undirected	SIA
ENSG00000128245	ENSG00000134308	0.35	PPI	undirected	SIA
ENSG00000164924	ENSG00000075413	0.86	PPI	undirected	SIA
ENSG00000128245	ENSG00000075413	0.67	PPI	undirected	SIA
ENSG00000128245	ENSG00000075413	0.67	PPI	undirected	SIA
ENSG00000177885	ENSG00000147403	0.35	PPI	undirected	SIA
ENSG00000141480	ENSG00000132383	0.35	PPI	undirected	SIA
ENSG00000156475	ENSG00000084774	0.35	PPI	undirected	SIA
ENSG00000177885	ENSG00000084774	0.35	PPI	undirected	SIA
ENSG00000160691	ENSG00000084774	0.35	PPI	undirected	SIA
ENSG00000188486	ENSG00000179218	0.35	PPI	undirected	SIA
ENSG00000142192	ENSG00000179218	0.56	PPI	undirected	SIA
ENSG00000168412	ENSG00000179218	0.35	PPI	undirected	SIA
ENSG00000188486	ENSG00000179218	0.35	PPI	undirected	SIA
ENSG00000134640	ENSG00000127022	0.35	PPI	undirected	SIA
ENSG00000168412	ENSG00000127022	0.35	PPI	undirected	SIA
ENSG00000001626	ENSG00000127022	0.69	PPI	undirected	SIA
ENSG00000065361	ENSG00000145675	0.91	PPI	undirected	SIA
ENSG00000109458	ENSG00000145675	0.80	PPI	undirected	SIA
ENSG00000109458	ENSG00000145675	0.80	PPI	undirected	SIA
ENSG00000141736	ENSG00000145675	0.69	PPI	undirected	SIA
ENSG00000033327	ENSG00000145675	0.56	PPI	undirected	SIA
ENSG00000167193	ENSG00000145675	0.56	PPI	undirected	SIA
ENSG00000065361	ENSG00000145675	0.91	PPI	undirected	SIA
ENSG00000065361	ENSG00000145675	0.91	PPI	undirected	SIA
ENSG00000065361	ENSG00000145675	0.91	PPI	undirected	SIA
ENSG00000141736	ENSG00000145675	0.69	PPI	undirected	SIA
ENSG00000065361	ENSG00000145675	0.91	PPI	undirected	SIA
ENSG00000177885	ENSG00000145675	0.86	PPI	undirected	SIA
ENSG00000141736	ENSG00000145675	0.69	PPI	undirected	SIA
ENSG00000065361	ENSG00000145675	0.91	PPI	undirected	SIA
ENSG00000101336	ENSG00000145675	0.40	PPI	undirected	SIA
ENSG00000110395	ENSG00000145675	0.94	PPI	undirected	SIA
ENSG00000141736	ENSG00000145675	0.69	PPI	undirected	SIA
ENSG00000160691	ENSG00000145675	0.83	PPI	undirected	SIA
ENSG00000065361	ENSG00000145675	0.91	PPI	undirected	SIA
ENSG00000065361	ENSG00000145675	0.91	PPI	undirected	SIA
ENSG00000065361	ENSG00000145675	0.91	PPI	undirected	SIA
ENSG00000065361	ENSG00000145675	0.91	PPI	undirected	SIA
ENSG00000165458	ENSG00000145675	0.35	PPI	undirected	SIA
ENSG00000065361	ENSG00000145675	0.91	PPI	undirected	SIA
ENSG00000065361	ENSG00000145675	0.91	PPI	undirected	SIA
ENSG00000012124	ENSG00000145675	0.35	PPI	undirected	SIA
ENSG00000188486	ENSG00000159377	0.35	PPI	undirected	SIA
ENSG00000096384	ENSG00000100804	0.35	PPI	undirected	SIA
