Gene1,Gene2,Int Alz PPI(d),Int Alz PPI(j),Int all PPI(d),Int all PPI(j),CoExp(d),CoExp(j),Int syn(d),Int syn(j),Int Par PPI(d),Int Par PPI(j),Dif Co(d),Dif Co(j),Alz ptw 1,Alz ptw 2,Alz DISEASES 1,Alz DISEASES 2
ENSG00000105401,ENSG00000105607,1.0,0.2692307692307692,0.5,0.05555555555555555,0,0,0,0,0,0,0,0,False,False,False,False
ENSG00000105401,ENSG00000105982,1.0,0.7142857142857143,0.25,0.0,0,0,0,0,0,0,0,0,False,False,False,False
ENSG00000105401,ENSG00000196365,1.0,0.25925925925925924,0,0,0,0,0,0,0,0,0,0,False,False,False,False
ENSG00000105401,ENSG00000080815,1.0,0.19047619047619047,1.0,0.04081632653061224,0,0,0.25,0.0,0.2,0.0,0,0,False,True,False,True
ENSG00000105401,ENSG00000179262,1.0,0.25925925925925924,0.5,0.020833333333333332,0,0,0.25,0.0,0,0,0,0,False,False,False,False
ENSG00000105401,ENSG00000130203,1.0,0.26666666666666666,1.0,0.04878048780487805,0,0,0,0,0,0,0,0,False,True,False,True
ENSG00000105401,ENSG00000164885,1.0,0.14814814814814814,0.3333333333333333,0.0,0,0,0,0,0.25,0.0,0,0,False,True,False,True
ENSG00000159200,ENSG00000159200,1.0,1.0,0,0,0,0,0,0,1.0,1.0,0,0,False,False,True,True
ENSG00000133030,ENSG00000164867,1.0,0.08,0.25,0.0,0,0,0,0,0,0,0,0,False,False,False,False
ENSG00000187498,ENSG00000167755,1.0,0.18181818181818182,0,0,0,0,1.0,0.18181818181818182,0,0,0,0,False,False,False,False
ENSG00000161544,ENSG00000159363,1.0,0.046511627906976744,0.2,0.0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
ENSG00000150593,ENSG00000143801,1.0,0.1111111111111111,1.0,0.11764705882352941,0.0,0.0,0,0,0,0,0,0,False,True,False,True
ENSG00000150593,ENSG00000130203,1.0,0.13333333333333333,1.0,0.14285714285714285,0,0,0,0,0,0,0,0,False,True,False,True
ENSG00000176749,ENSG00000164885,1.0,0.2857142857142857,1.0,0.09523809523809523,0,0,0,0,1.0,0.6666666666666666,0,0,True,True,False,True
ENSG00000137414,ENSG00000159363,1.0,0.046511627906976744,0,0,0,0,0,0,1.0,0.046511627906976744,0,0,False,False,False,False
