ensg1	ensg2
ENSG00000078328	ENSG00000117069
ENSG00000078328	ENSG00000154277
ENSG00000078401	ENSG00000166340
ENSG00000078401	ENSG00000206052
ENSG00000078401	ENSG00000242708
ENSG00000078549	ENSG00000125841
ENSG00000078549	ENSG00000159720
ENSG00000078725	ENSG00000087095
ENSG00000078725	ENSG00000104635
ENSG00000078725	ENSG00000107679
ENSG00000078725	ENSG00000113319
ENSG00000078725	ENSG00000135426
ENSG00000078725	ENSG00000144285
ENSG00000078725	ENSG00000144366
ENSG00000078725	ENSG00000144407
ENSG00000078725	ENSG00000157214
ENSG00000078725	ENSG00000161048
ENSG00000078725	ENSG00000164100
ENSG00000078725	ENSG00000172348
ENSG00000078725	ENSG00000174482
ENSG00000078725	ENSG00000176204
ENSG00000078725	ENSG00000198963
ENSG00000078725	ENSG00000213190
ENSG00000079215	ENSG00000213088
ENSG00000079931	ENSG00000125462
ENSG00000079931	ENSG00000148482
ENSG00000080224	ENSG00000091428
ENSG00000080224	ENSG00000092969
ENSG00000080224	ENSG00000133116
ENSG00000080224	ENSG00000169085
ENSG00000080493	ENSG00000137094
ENSG00000081320	ENSG00000134352
ENSG00000081320	ENSG00000135535
ENSG00000081320	ENSG00000181722
ENSG00000081803	ENSG00000099308
ENSG00000081803	ENSG00000104888
ENSG00000081803	ENSG00000105223
ENSG00000081803	ENSG00000108309
ENSG00000081803	ENSG00000117069
ENSG00000081803	ENSG00000122733
ENSG00000081803	ENSG00000125841
ENSG00000081803	ENSG00000154096
ENSG00000081803	ENSG00000154277
ENSG00000081803	ENSG00000157152
ENSG00000081803	ENSG00000159720
ENSG00000081803	ENSG00000164600
ENSG00000081803	ENSG00000164885
ENSG00000081803	ENSG00000165973
ENSG00000081803	ENSG00000166111
ENSG00000081803	ENSG00000170027
ENSG00000081803	ENSG00000176871
ENSG00000081803	ENSG00000185274
ENSG00000081803	ENSG00000186642
ENSG00000081803	ENSG00000197872
ENSG00000081803	ENSG00000221890
ENSG00000082074	ENSG00000094916
ENSG00000083720	ENSG00000133083
ENSG00000083720	ENSG00000146352
ENSG00000083720	ENSG00000176928
ENSG00000084207	ENSG00000143110
ENSG00000084207	ENSG00000164181
ENSG00000084207	ENSG00000198682
ENSG00000084444	ENSG00000105223
ENSG00000084444	ENSG00000106367
ENSG00000084444	ENSG00000111696
ENSG00000084444	ENSG00000117069
ENSG00000084444	ENSG00000149927
ENSG00000084444	ENSG00000154277
ENSG00000084444	ENSG00000159720
ENSG00000084444	ENSG00000164885
ENSG00000084444	ENSG00000171617
ENSG00000084444	ENSG00000198739
ENSG00000084444	ENSG00000213190
ENSG00000084453	ENSG00000167703
ENSG00000085117	ENSG00000105409
ENSG00000085117	ENSG00000106683
ENSG00000085117	ENSG00000159720
ENSG00000086205	ENSG00000129538
ENSG00000087095	ENSG00000099308
ENSG00000087095	ENSG00000104888
ENSG00000087095	ENSG00000105223
ENSG00000087095	ENSG00000111696
ENSG00000087095	ENSG00000117069
ENSG00000087095	ENSG00000124785
ENSG00000087095	ENSG00000132932
ENSG00000087095	ENSG00000154277
ENSG00000087095	ENSG00000159720
ENSG00000087095	ENSG00000170027
ENSG00000087095	ENSG00000171617
ENSG00000087095	ENSG00000186642
ENSG00000087095	ENSG00000197872
ENSG00000087095	ENSG00000221890
ENSG00000087253	ENSG00000108679
ENSG00000087253	ENSG00000133321
ENSG00000087253	ENSG00000234745
ENSG00000089169	ENSG00000117069
ENSG00000089327	ENSG00000133742
ENSG00000090104	ENSG00000105697
ENSG00000090104	ENSG00000118785
ENSG00000090104	ENSG00000122862
ENSG00000090104	ENSG00000143546
ENSG00000090104	ENSG00000147027
ENSG00000090104	ENSG00000150551
ENSG00000090104	ENSG00000157404
ENSG00000090104	ENSG00000163220
ENSG00000090104	ENSG00000163638
ENSG00000090104	ENSG00000165507
ENSG00000090104	ENSG00000171051
ENSG00000090104	ENSG00000172137
ENSG00000090104	ENSG00000173376
ENSG00000090104	ENSG00000178568
ENSG00000090104	ENSG00000185052
ENSG00000090104	ENSG00000189056
ENSG00000090104	ENSG00000196159
ENSG00000090339	ENSG00000236992
ENSG00000090382	ENSG00000157404
ENSG00000090382	ENSG00000189056
ENSG00000090920	ENSG00000133742
ENSG00000091428	ENSG00000105290
ENSG00000091428	ENSG00000132434
ENSG00000091428	ENSG00000166257
ENSG00000091428	ENSG00000189056
ENSG00000092068	ENSG00000117069
ENSG00000092068	ENSG00000134343
ENSG00000092421	ENSG00000108387
ENSG00000092621	ENSG00000104888
ENSG00000092621	ENSG00000105223
ENSG00000092621	ENSG00000121905
ENSG00000092621	ENSG00000125841
ENSG00000092621	ENSG00000126583
ENSG00000092621	ENSG00000133874
ENSG00000092621	ENSG00000154277
ENSG00000092621	ENSG00000156219
ENSG00000092621	ENSG00000157152
ENSG00000092621	ENSG00000159720
ENSG00000092621	ENSG00000166111
ENSG00000092621	ENSG00000166257
ENSG00000092621	ENSG00000185008
ENSG00000092621	ENSG00000186642
ENSG00000092621	ENSG00000187446
ENSG00000092621	ENSG00000197872
ENSG00000092969	ENSG00000164106
ENSG00000094916	ENSG00000101327
ENSG00000094916	ENSG00000104894
ENSG00000094916	ENSG00000110077
ENSG00000094916	ENSG00000110324
ENSG00000094916	ENSG00000112799
ENSG00000094916	ENSG00000120594
ENSG00000094916	ENSG00000130775
ENSG00000094916	ENSG00000137491
ENSG00000094916	ENSG00000140030
ENSG00000094916	ENSG00000143162
ENSG00000094916	ENSG00000178695
ENSG00000094916	ENSG00000182578
ENSG00000094916	ENSG00000187554
ENSG00000094916	ENSG00000196664
ENSG00000095203	ENSG00000102468
ENSG00000095203	ENSG00000132613
ENSG00000095203	ENSG00000174576
ENSG00000095739	ENSG00000112715
ENSG00000096060	ENSG00000204869
ENSG00000099282	ENSG00000150656
ENSG00000099308	ENSG00000101846
ENSG00000099308	ENSG00000104361
ENSG00000099308	ENSG00000107679
ENSG00000099308	ENSG00000111696
ENSG00000099308	ENSG00000113327
ENSG00000099308	ENSG00000117069
ENSG00000099308	ENSG00000120053
ENSG00000099308	ENSG00000120899
ENSG00000099308	ENSG00000123119
ENSG00000099308	ENSG00000124134
ENSG00000099308	ENSG00000124785
ENSG00000099308	ENSG00000131773
ENSG00000099308	ENSG00000132613
ENSG00000099308	ENSG00000132692
ENSG00000099308	ENSG00000133083
ENSG00000099308	ENSG00000135426
ENSG00000099308	ENSG00000138378
ENSG00000099308	ENSG00000139190
ENSG00000099308	ENSG00000141576
ENSG00000099308	ENSG00000141750
ENSG00000099308	ENSG00000144407
ENSG00000099308	ENSG00000145087
ENSG00000099308	ENSG00000151090
ENSG00000099308	ENSG00000155849
ENSG00000099308	ENSG00000156486
ENSG00000099308	ENSG00000157219
ENSG00000099308	ENSG00000162374
ENSG00000099308	ENSG00000162989
ENSG00000099308	ENSG00000164794
ENSG00000099308	ENSG00000164951
ENSG00000099308	ENSG00000165209
ENSG00000099308	ENSG00000165323
ENSG00000099308	ENSG00000168539
ENSG00000099308	ENSG00000168546
ENSG00000099308	ENSG00000169946
ENSG00000099308	ENSG00000172209
ENSG00000099308	ENSG00000175426
ENSG00000099308	ENSG00000182621
ENSG00000099308	ENSG00000183454
ENSG00000099308	ENSG00000184349
ENSG00000099308	ENSG00000196542
ENSG00000099308	ENSG00000196876
ENSG00000099365	ENSG00000149968
ENSG00000099622	ENSG00000119125
ENSG00000099622	ENSG00000134121
ENSG00000099622	ENSG00000197872
ENSG00000099715	ENSG00000129824
ENSG00000099715	ENSG00000198692
ENSG00000099715	ENSG00000205358
ENSG00000099715	ENSG00000239309
ENSG00000099860	ENSG00000132434
ENSG00000099860	ENSG00000142507
ENSG00000099860	ENSG00000213983
ENSG00000100100	ENSG00000181722
ENSG00000100167	ENSG00000102468
ENSG00000100167	ENSG00000109670
ENSG00000100167	ENSG00000113327
ENSG00000100167	ENSG00000124785
ENSG00000100167	ENSG00000132613
ENSG00000100167	ENSG00000165795
ENSG00000100167	ENSG00000198626
ENSG00000100285	ENSG00000117069
ENSG00000100285	ENSG00000149927
ENSG00000100285	ENSG00000157152
ENSG00000100285	ENSG00000172602
ENSG00000100285	ENSG00000173208
ENSG00000100302	ENSG00000176728
ENSG00000100362	ENSG00000117069
ENSG00000100362	ENSG00000154277
ENSG00000100362	ENSG00000221890
ENSG00000100439	ENSG00000149968
ENSG00000100604	ENSG00000172602
ENSG00000100884	ENSG00000104888
ENSG00000100884	ENSG00000108309
ENSG00000100884	ENSG00000157152
ENSG00000100884	ENSG00000164600
ENSG00000100884	ENSG00000164885
ENSG00000100884	ENSG00000169085
ENSG00000100884	ENSG00000196230
ENSG00000100884	ENSG00000197872
ENSG00000100906	ENSG00000156219
ENSG00000101079	ENSG00000105223
ENSG00000101079	ENSG00000105409
ENSG00000101079	ENSG00000106367
ENSG00000101079	ENSG00000114573
ENSG00000101079	ENSG00000124785
ENSG00000101079	ENSG00000144834
ENSG00000101079	ENSG00000147416
ENSG00000101079	ENSG00000154277
ENSG00000101079	ENSG00000155097
ENSG00000101079	ENSG00000159720
ENSG00000101079	ENSG00000164885
ENSG00000101079	ENSG00000203879
ENSG00000101079	ENSG00000214517
ENSG00000101198	ENSG00000105223
ENSG00000101198	ENSG00000159720
ENSG00000101265	ENSG00000136867
ENSG00000101265	ENSG00000167703
ENSG00000101327	ENSG00000221890
ENSG00000101439	ENSG00000102879
ENSG00000101439	ENSG00000159720
ENSG00000101439	ENSG00000168329
ENSG00000101439	ENSG00000169313
ENSG00000101445	ENSG00000116133
ENSG00000101542	ENSG00000111696
ENSG00000101846	ENSG00000117069
ENSG00000101846	ENSG00000125841
ENSG00000101846	ENSG00000149927
ENSG00000101938	ENSG00000145147
ENSG00000101938	ENSG00000196730
ENSG00000101938	ENSG00000204869
ENSG00000102007	ENSG00000135824
ENSG00000102007	ENSG00000172137
ENSG00000102007	ENSG00000189056
ENSG00000102265	ENSG00000157404
ENSG00000102466	ENSG00000105223
ENSG00000102466	ENSG00000159720
ENSG00000102468	ENSG00000157064
ENSG00000102468	ENSG00000157214
ENSG00000102468	ENSG00000167703
ENSG00000102468	ENSG00000176204
ENSG00000102468	ENSG00000178235
ENSG00000102468	ENSG00000183775
ENSG00000102468	ENSG00000186260
ENSG00000102468	ENSG00000186479
ENSG00000102699	ENSG00000133742
ENSG00000102755	ENSG00000244734
ENSG00000102760	ENSG00000110799
ENSG00000102760	ENSG00000110876
ENSG00000102760	ENSG00000112799
ENSG00000102760	ENSG00000121933
ENSG00000102760	ENSG00000131724
ENSG00000102760	ENSG00000137491
ENSG00000102760	ENSG00000169413
ENSG00000102760	ENSG00000182578
ENSG00000102879	ENSG00000105088
ENSG00000102879	ENSG00000110436
ENSG00000102879	ENSG00000125462
ENSG00000102879	ENSG00000130287
ENSG00000102879	ENSG00000132692
ENSG00000102879	ENSG00000136160
ENSG00000102879	ENSG00000164976
ENSG00000102879	ENSG00000167614
ENSG00000102882	ENSG00000169035
ENSG00000102934	ENSG00000114541
ENSG00000102934	ENSG00000167123
ENSG00000103089	ENSG00000150656
ENSG00000103089	ENSG00000167123
ENSG00000103154	ENSG00000118113
ENSG00000103257	ENSG00000106236
ENSG00000103257	ENSG00000122012
ENSG00000103257	ENSG00000137094
ENSG00000103569	ENSG00000126583
ENSG00000103647	ENSG00000117069
ENSG00000103647	ENSG00000151090
ENSG00000103647	ENSG00000154277
ENSG00000103647	ENSG00000167535
ENSG00000103647	ENSG00000171617
ENSG00000103647	ENSG00000185274
ENSG00000104361	ENSG00000104888
ENSG00000104361	ENSG00000105223
ENSG00000104361	ENSG00000105649
ENSG00000104361	ENSG00000108309
ENSG00000104361	ENSG00000112186
ENSG00000104361	ENSG00000117069
ENSG00000104361	ENSG00000121905
ENSG00000104361	ENSG00000122733
ENSG00000104361	ENSG00000125841
ENSG00000104361	ENSG00000136928
ENSG00000104361	ENSG00000139998
ENSG00000104361	ENSG00000144834
ENSG00000104361	ENSG00000145934
ENSG00000104361	ENSG00000149927
ENSG00000104361	ENSG00000150086
ENSG00000104361	ENSG00000152495
ENSG00000104361	ENSG00000154975
ENSG00000104361	ENSG00000157152
ENSG00000104361	ENSG00000159720
ENSG00000104361	ENSG00000162188
ENSG00000104361	ENSG00000164600
ENSG00000104361	ENSG00000164885
ENSG00000104361	ENSG00000166111
ENSG00000104361	ENSG00000167535
ENSG00000104361	ENSG00000170027
ENSG00000104361	ENSG00000171617
ENSG00000104361	ENSG00000172020
ENSG00000104361	ENSG00000174871
ENSG00000104361	ENSG00000174938
ENSG00000104361	ENSG00000176871
ENSG00000104361	ENSG00000185274
ENSG00000104361	ENSG00000185883
ENSG00000104361	ENSG00000186642
ENSG00000104361	ENSG00000187446
ENSG00000104361	ENSG00000197872
ENSG00000104361	ENSG00000221890
ENSG00000104419	ENSG00000213983
ENSG00000104490	ENSG00000117069
ENSG00000104490	ENSG00000149927
ENSG00000104635	ENSG00000117600
ENSG00000104635	ENSG00000119125
ENSG00000104635	ENSG00000132434
ENSG00000104635	ENSG00000134121
ENSG00000104635	ENSG00000145242
ENSG00000104635	ENSG00000155511
ENSG00000104635	ENSG00000170091
ENSG00000104635	ENSG00000174871
ENSG00000104635	ENSG00000185008
ENSG00000104635	ENSG00000189223
ENSG00000104722	ENSG00000106367
ENSG00000104722	ENSG00000196990
ENSG00000104722	ENSG00000221890
ENSG00000104725	ENSG00000117069
ENSG00000104823	ENSG00000197061
ENSG00000104888	ENSG00000107679
ENSG00000104888	ENSG00000109670
ENSG00000104888	ENSG00000113327
ENSG00000104888	ENSG00000114948
ENSG00000104888	ENSG00000117114
ENSG00000104888	ENSG00000118733
ENSG00000104888	ENSG00000121871
ENSG00000104888	ENSG00000123119
ENSG00000104888	ENSG00000131773
ENSG00000104888	ENSG00000132613
ENSG00000104888	ENSG00000132692
ENSG00000104888	ENSG00000134909
ENSG00000104888	ENSG00000135426
ENSG00000104888	ENSG00000138134
ENSG00000104888	ENSG00000138378
ENSG00000104888	ENSG00000144230
ENSG00000104888	ENSG00000144285
ENSG00000104888	ENSG00000146352
ENSG00000104888	ENSG00000149970
ENSG00000104888	ENSG00000150054
ENSG00000104888	ENSG00000154162
ENSG00000104888	ENSG00000161048
ENSG00000104888	ENSG00000162989
ENSG00000104888	ENSG00000163399
ENSG00000104888	ENSG00000164794
ENSG00000104888	ENSG00000164951
ENSG00000104888	ENSG00000165209
ENSG00000104888	ENSG00000165478
ENSG00000104888	ENSG00000167614
ENSG00000104888	ENSG00000169946
ENSG00000104888	ENSG00000172209
ENSG00000104888	ENSG00000172348
ENSG00000104888	ENSG00000176204
ENSG00000104888	ENSG00000176928
ENSG00000104888	ENSG00000177301
ENSG00000104888	ENSG00000182621
ENSG00000104888	ENSG00000182902
ENSG00000104888	ENSG00000183775
ENSG00000104888	ENSG00000185052
ENSG00000104888	ENSG00000196542
ENSG00000104888	ENSG00000198626
ENSG00000104888	ENSG00000198739
ENSG00000104888	ENSG00000198963
ENSG00000104888	ENSG00000200413
ENSG00000104888	ENSG00000203685
ENSG00000104894	ENSG00000133742
ENSG00000104904	ENSG00000111696
ENSG00000104904	ENSG00000241652
ENSG00000104904	ENSG00000244416
ENSG00000105088	ENSG00000145147
ENSG00000105088	ENSG00000161082
ENSG00000105088	ENSG00000162734
ENSG00000105088	ENSG00000163932
ENSG00000105220	ENSG00000138134
ENSG00000105220	ENSG00000157782
ENSG00000105220	ENSG00000164830
ENSG00000105223	ENSG00000107679
ENSG00000105223	ENSG00000109158
ENSG00000105223	ENSG00000109670
ENSG00000105223	ENSG00000112902
ENSG00000105223	ENSG00000113327
ENSG00000105223	ENSG00000114279
ENSG00000105223	ENSG00000114948
ENSG00000105223	ENSG00000115840
ENSG00000105223	ENSG00000118733
ENSG00000105223	ENSG00000118816
ENSG00000105223	ENSG00000119986
ENSG00000105223	ENSG00000121871
ENSG00000105223	ENSG00000122591
ENSG00000105223	ENSG00000123119
ENSG00000105223	ENSG00000124134
ENSG00000105223	ENSG00000131773
ENSG00000105223	ENSG00000132692
ENSG00000105223	ENSG00000134909
ENSG00000105223	ENSG00000135426
ENSG00000105223	ENSG00000138134
ENSG00000105223	ENSG00000138378
ENSG00000105223	ENSG00000140015
ENSG00000105223	ENSG00000141576
ENSG00000105223	ENSG00000144285
ENSG00000105223	ENSG00000144366
ENSG00000105223	ENSG00000145087
ENSG00000105223	ENSG00000145864
ENSG00000105223	ENSG00000146122
ENSG00000105223	ENSG00000146267
ENSG00000105223	ENSG00000146352
ENSG00000105223	ENSG00000148798
ENSG00000105223	ENSG00000149305
ENSG00000105223	ENSG00000149970
ENSG00000105223	ENSG00000151025
ENSG00000105223	ENSG00000151729
ENSG00000105223	ENSG00000154917
ENSG00000105223	ENSG00000155849
ENSG00000105223	ENSG00000156486
ENSG00000105223	ENSG00000157214
ENSG00000105223	ENSG00000157219
ENSG00000105223	ENSG00000162989
ENSG00000105223	ENSG00000163399
ENSG00000105223	ENSG00000164112
ENSG00000105223	ENSG00000164326
ENSG00000105223	ENSG00000164442
ENSG00000105223	ENSG00000164588
ENSG00000105223	ENSG00000164794
ENSG00000105223	ENSG00000164919
ENSG00000105223	ENSG00000164951
ENSG00000105223	ENSG00000165061
ENSG00000105223	ENSG00000165209
ENSG00000105223	ENSG00000166006
ENSG00000105223	ENSG00000167614
ENSG00000105223	ENSG00000168546
ENSG00000105223	ENSG00000169507
ENSG00000105223	ENSG00000169946
ENSG00000105223	ENSG00000170419
ENSG00000105223	ENSG00000172031
ENSG00000105223	ENSG00000172209
ENSG00000105223	ENSG00000172260
ENSG00000105223	ENSG00000172348
ENSG00000105223	ENSG00000173114
ENSG00000105223	ENSG00000176928
ENSG00000105223	ENSG00000177301
ENSG00000105223	ENSG00000179073
ENSG00000105223	ENSG00000182389
ENSG00000105223	ENSG00000182621
ENSG00000105223	ENSG00000183807
ENSG00000105223	ENSG00000184408
ENSG00000105223	ENSG00000185760
ENSG00000105223	ENSG00000196542
ENSG00000105223	ENSG00000198739
ENSG00000105223	ENSG00000198797
ENSG00000105223	ENSG00000198963
ENSG00000105223	ENSG00000200413
ENSG00000105223	ENSG00000203685
ENSG00000105223	ENSG00000204580
ENSG00000105223	ENSG00000259494
ENSG00000105290	ENSG00000145864
ENSG00000105290	ENSG00000200413
ENSG00000105409	ENSG00000113327
ENSG00000105409	ENSG00000113805
ENSG00000105409	ENSG00000115468
ENSG00000105409	ENSG00000117069
ENSG00000105409	ENSG00000118733
ENSG00000105409	ENSG00000123119
ENSG00000105409	ENSG00000134343
ENSG00000105409	ENSG00000134909
ENSG00000105409	ENSG00000135426
ENSG00000105409	ENSG00000138134
ENSG00000105409	ENSG00000144366
ENSG00000105409	ENSG00000146122
ENSG00000105409	ENSG00000147676
ENSG00000105409	ENSG00000148798
ENSG00000105409	ENSG00000149305
ENSG00000105409	ENSG00000149927
ENSG00000105409	ENSG00000149970
ENSG00000105409	ENSG00000151090
ENSG00000105409	ENSG00000152495
ENSG00000105409	ENSG00000154917
ENSG00000105409	ENSG00000154975
ENSG00000105409	ENSG00000157214
ENSG00000105409	ENSG00000162409
ENSG00000105409	ENSG00000162989
ENSG00000105409	ENSG00000164112
ENSG00000105409	ENSG00000164794
ENSG00000105409	ENSG00000166006
ENSG00000105409	ENSG00000172031
ENSG00000105409	ENSG00000172260
ENSG00000105409	ENSG00000172348
ENSG00000105409	ENSG00000173114
ENSG00000105409	ENSG00000174482
ENSG00000105409	ENSG00000176204
ENSG00000105409	ENSG00000182621
ENSG00000105409	ENSG00000183807
ENSG00000105409	ENSG00000184408
ENSG00000105409	ENSG00000196950
ENSG00000105409	ENSG00000198739
ENSG00000105409	ENSG00000198797
ENSG00000105409	ENSG00000213190
ENSG00000105409	ENSG00000244416
ENSG00000105649	ENSG00000117069
ENSG00000105649	ENSG00000128578
ENSG00000105649	ENSG00000139155
ENSG00000105695	ENSG00000150656
ENSG00000105697	ENSG00000189223
ENSG00000105711	ENSG00000117069
ENSG00000105854	ENSG00000111696
ENSG00000105855	ENSG00000111696
ENSG00000105887	ENSG00000165795
ENSG00000105974	ENSG00000157557
ENSG00000106123	ENSG00000117069
ENSG00000106123	ENSG00000154277
ENSG00000106123	ENSG00000164600
ENSG00000106123	ENSG00000170027
ENSG00000106236	ENSG00000137094
ENSG00000106236	ENSG00000163106
ENSG00000106236	ENSG00000168918
ENSG00000106278	ENSG00000106367
ENSG00000106278	ENSG00000186642
ENSG00000106278	ENSG00000221890
ENSG00000106367	ENSG00000107679
ENSG00000106367	ENSG00000108395
ENSG00000106367	ENSG00000109670
ENSG00000106367	ENSG00000113327
ENSG00000106367	ENSG00000114948
ENSG00000106367	ENSG00000115840
ENSG00000106367	ENSG00000117114
ENSG00000106367	ENSG00000118733
ENSG00000106367	ENSG00000120053
ENSG00000106367	ENSG00000121871
ENSG00000106367	ENSG00000123119
ENSG00000106367	ENSG00000130368
ENSG00000106367	ENSG00000131773
ENSG00000106367	ENSG00000132692
ENSG00000106367	ENSG00000132872
ENSG00000106367	ENSG00000134909
ENSG00000106367	ENSG00000138134
ENSG00000106367	ENSG00000138378
ENSG00000106367	ENSG00000139174
ENSG00000106367	ENSG00000139190
ENSG00000106367	ENSG00000140015
ENSG00000106367	ENSG00000141576
ENSG00000106367	ENSG00000144230
ENSG00000106367	ENSG00000144285
ENSG00000106367	ENSG00000145087
ENSG00000106367	ENSG00000146006
ENSG00000106367	ENSG00000146267
ENSG00000106367	ENSG00000146352
ENSG00000106367	ENSG00000148798
ENSG00000106367	ENSG00000149970
ENSG00000106367	ENSG00000150054
ENSG00000106367	ENSG00000151025
ENSG00000106367	ENSG00000151729
ENSG00000106367	ENSG00000153558
ENSG00000106367	ENSG00000154162
ENSG00000106367	ENSG00000157219
ENSG00000106367	ENSG00000162989
ENSG00000106367	ENSG00000163399
ENSG00000106367	ENSG00000164070
ENSG00000106367	ENSG00000164588
ENSG00000106367	ENSG00000164951
ENSG00000106367	ENSG00000165061
ENSG00000106367	ENSG00000165209
ENSG00000106367	ENSG00000166770
ENSG00000106367	ENSG00000166908
ENSG00000106367	ENSG00000167614
ENSG00000106367	ENSG00000169507
ENSG00000106367	ENSG00000169946
ENSG00000106367	ENSG00000172209
ENSG00000106367	ENSG00000172260
ENSG00000106367	ENSG00000172348
ENSG00000106367	ENSG00000173114
ENSG00000106367	ENSG00000176928
ENSG00000106367	ENSG00000177301
ENSG00000106367	ENSG00000182389
ENSG00000106367	ENSG00000182621
ENSG00000106367	ENSG00000183023
ENSG00000106367	ENSG00000183775
ENSG00000106367	ENSG00000184408
ENSG00000106367	ENSG00000196353
ENSG00000106367	ENSG00000196542
ENSG00000106367	ENSG00000196876
ENSG00000106367	ENSG00000198626
ENSG00000106367	ENSG00000198673
ENSG00000106367	ENSG00000198739
ENSG00000106367	ENSG00000200413
ENSG00000106367	ENSG00000214517
ENSG00000106367	ENSG00000259494
ENSG00000106536	ENSG00000117069
ENSG00000106624	ENSG00000116729
ENSG00000106683	ENSG00000111696
ENSG00000106683	ENSG00000117069
ENSG00000106683	ENSG00000154277
ENSG00000106723	ENSG00000133083
ENSG00000106799	ENSG00000118777
ENSG00000106799	ENSG00000164106
ENSG00000106976	ENSG00000164794
ENSG00000107295	ENSG00000117069
ENSG00000107295	ENSG00000124785
ENSG00000107295	ENSG00000133083
ENSG00000107295	ENSG00000154277
ENSG00000107295	ENSG00000164830
ENSG00000107295	ENSG00000164885
ENSG00000107331	ENSG00000136535
ENSG00000107438	ENSG00000111885
ENSG00000107438	ENSG00000157404
ENSG00000107551	ENSG00000167703
ENSG00000107551	ENSG00000234745
ENSG00000107679	ENSG00000108309
ENSG00000107679	ENSG00000111696
ENSG00000107679	ENSG00000117069
ENSG00000107679	ENSG00000124785
ENSG00000107679	ENSG00000125841
ENSG00000107679	ENSG00000132932
ENSG00000107679	ENSG00000134121
ENSG00000107679	ENSG00000144834
ENSG00000107679	ENSG00000154096
ENSG00000107679	ENSG00000154277
ENSG00000107679	ENSG00000157152
ENSG00000107679	ENSG00000159720
ENSG00000107679	ENSG00000164600
ENSG00000107679	ENSG00000164885
ENSG00000107679	ENSG00000165973
ENSG00000107679	ENSG00000166111
ENSG00000107679	ENSG00000171617
ENSG00000107679	ENSG00000174871
ENSG00000107679	ENSG00000176871
ENSG00000107679	ENSG00000185274
ENSG00000107679	ENSG00000185883
ENSG00000107679	ENSG00000186642
ENSG00000107679	ENSG00000196990
ENSG00000107679	ENSG00000197872
ENSG00000107679	ENSG00000221890
ENSG00000107796	ENSG00000111331
ENSG00000108018	ENSG00000108309
ENSG00000108018	ENSG00000165973
ENSG00000108018	ENSG00000169085
ENSG00000108309	ENSG00000109670
ENSG00000108309	ENSG00000109906
ENSG00000108309	ENSG00000113327
ENSG00000108309	ENSG00000123119
ENSG00000108309	ENSG00000131773
ENSG00000108309	ENSG00000132613
ENSG00000108309	ENSG00000133083
ENSG00000108309	ENSG00000135824
ENSG00000108309	ENSG00000138134
ENSG00000108309	ENSG00000141750
ENSG00000108309	ENSG00000156486
ENSG00000108309	ENSG00000161048
ENSG00000108309	ENSG00000165209
ENSG00000108309	ENSG00000172137
ENSG00000108309	ENSG00000189056
ENSG00000108309	ENSG00000196542
ENSG00000108309	ENSG00000198963
ENSG00000108309	ENSG00000203685
ENSG00000108309	ENSG00000206052
ENSG00000108309	ENSG00000211445
ENSG00000108352	ENSG00000204869
ENSG00000108381	ENSG00000129538
ENSG00000108381	ENSG00000150656
ENSG00000108387	ENSG00000150656
ENSG00000108395	ENSG00000154277
ENSG00000108679	ENSG00000137491
ENSG00000108679	ENSG00000142512
ENSG00000108679	ENSG00000145287
ENSG00000108679	ENSG00000175567
ENSG00000108679	ENSG00000188706
ENSG00000108679	ENSG00000207955
ENSG00000108679	ENSG00000242574
ENSG00000108932	ENSG00000124145
ENSG00000109158	ENSG00000125841
ENSG00000109158	ENSG00000154277
ENSG00000109158	ENSG00000159720
ENSG00000109158	ENSG00000187446
ENSG00000109158	ENSG00000220205
ENSG00000109458	ENSG00000204936
ENSG00000109670	ENSG00000147416
ENSG00000109670	ENSG00000153558
ENSG00000109670	ENSG00000154277
ENSG00000109670	ENSG00000157152
ENSG00000109670	ENSG00000170027
ENSG00000109670	ENSG00000186642
ENSG00000109670	ENSG00000213190
ENSG00000109846	ENSG00000182902
ENSG00000109861	ENSG00000133742
ENSG00000109861	ENSG00000157404
ENSG00000109906	ENSG00000141232
ENSG00000109906	ENSG00000156804
ENSG00000109906	ENSG00000170027
ENSG00000109906	ENSG00000173915
ENSG00000109906	ENSG00000186642
ENSG00000109906	ENSG00000242173
ENSG00000110077	ENSG00000133742
ENSG00000110079	ENSG00000157404
ENSG00000110079	ENSG00000162951
ENSG00000110079	ENSG00000171208
ENSG00000110079	ENSG00000178568
ENSG00000110092	ENSG00000115461
ENSG00000110092	ENSG00000152779
ENSG00000110172	ENSG00000119125
ENSG00000110172	ENSG00000209804
ENSG00000110172	ENSG00000240606
ENSG00000110172	ENSG00000244230
ENSG00000110427	ENSG00000215937
ENSG00000110436	ENSG00000130600
ENSG00000111328	ENSG00000186642
ENSG00000111328	ENSG00000221890
ENSG00000111331	ENSG00000158258
ENSG00000111331	ENSG00000170381
ENSG00000111331	ENSG00000173376
ENSG00000111331	ENSG00000244405
ENSG00000111696	ENSG00000113140
ENSG00000111696	ENSG00000113594
ENSG00000111696	ENSG00000114279
ENSG00000111696	ENSG00000114948
ENSG00000111696	ENSG00000118733
ENSG00000111696	ENSG00000118816
ENSG00000111696	ENSG00000119139
ENSG00000111696	ENSG00000124145
ENSG00000111696	ENSG00000127249
ENSG00000111696	ENSG00000132541
ENSG00000111696	ENSG00000136928
ENSG00000111696	ENSG00000138134
ENSG00000111696	ENSG00000144152
ENSG00000111696	ENSG00000146352
