ensg1	ensg2
ENSG00000111696	ENSG00000147676
ENSG00000111696	ENSG00000148180
ENSG00000111696	ENSG00000148700
ENSG00000111696	ENSG00000151414
ENSG00000111696	ENSG00000151729
ENSG00000111696	ENSG00000152268
ENSG00000111696	ENSG00000154917
ENSG00000111696	ENSG00000162944
ENSG00000111696	ENSG00000162989
ENSG00000111696	ENSG00000164089
ENSG00000111696	ENSG00000164794
ENSG00000111696	ENSG00000164919
ENSG00000111696	ENSG00000164951
ENSG00000111696	ENSG00000165478
ENSG00000111696	ENSG00000165795
ENSG00000111696	ENSG00000166006
ENSG00000111696	ENSG00000169604
ENSG00000111696	ENSG00000169933
ENSG00000111696	ENSG00000172348
ENSG00000111696	ENSG00000176928
ENSG00000111696	ENSG00000182621
ENSG00000111696	ENSG00000182902
ENSG00000111696	ENSG00000183775
ENSG00000111696	ENSG00000185432
ENSG00000111696	ENSG00000196950
ENSG00000111696	ENSG00000198739
ENSG00000111696	ENSG00000200413
ENSG00000111696	ENSG00000213190
ENSG00000111696	ENSG00000220205
ENSG00000111696	ENSG00000234975
ENSG00000111696	ENSG00000259494
ENSG00000111716	ENSG00000133874
ENSG00000111817	ENSG00000157404
ENSG00000111885	ENSG00000112936
ENSG00000111885	ENSG00000115457
ENSG00000111885	ENSG00000115594
ENSG00000111885	ENSG00000116147
ENSG00000111885	ENSG00000120129
ENSG00000111885	ENSG00000120708
ENSG00000111885	ENSG00000124491
ENSG00000111885	ENSG00000136826
ENSG00000111885	ENSG00000138061
ENSG00000111885	ENSG00000141753
ENSG00000111885	ENSG00000142871
ENSG00000111885	ENSG00000144802
ENSG00000111885	ENSG00000159403
ENSG00000111885	ENSG00000164761
ENSG00000112096	ENSG00000117600
ENSG00000112096	ENSG00000170091
ENSG00000112096	ENSG00000189056
ENSG00000112096	ENSG00000189223
ENSG00000112137	ENSG00000112902
ENSG00000112137	ENSG00000123119
ENSG00000112137	ENSG00000138378
ENSG00000112137	ENSG00000184349
ENSG00000112186	ENSG00000123119
ENSG00000112186	ENSG00000147416
ENSG00000112186	ENSG00000213190
ENSG00000112303	ENSG00000156219
ENSG00000112309	ENSG00000133874
ENSG00000112531	ENSG00000182902
ENSG00000112715	ENSG00000114638
ENSG00000112715	ENSG00000115461
ENSG00000112715	ENSG00000124107
ENSG00000112799	ENSG00000118777
ENSG00000112893	ENSG00000167703
ENSG00000112902	ENSG00000117289
ENSG00000112902	ENSG00000143429
ENSG00000112902	ENSG00000145423
ENSG00000112902	ENSG00000154096
ENSG00000112902	ENSG00000171617
ENSG00000112902	ENSG00000173376
ENSG00000112902	ENSG00000173915
ENSG00000112902	ENSG00000185883
ENSG00000112902	ENSG00000186642
ENSG00000112902	ENSG00000221890
ENSG00000113161	ENSG00000134909
ENSG00000113161	ENSG00000169507
ENSG00000113161	ENSG00000176204
ENSG00000113319	ENSG00000132932
ENSG00000113319	ENSG00000204869
ENSG00000113327	ENSG00000117069
ENSG00000113327	ENSG00000122733
ENSG00000113327	ENSG00000125814
ENSG00000113327	ENSG00000125841
ENSG00000113327	ENSG00000127824
ENSG00000113327	ENSG00000134121
ENSG00000113327	ENSG00000134343
ENSG00000113327	ENSG00000136531
ENSG00000113327	ENSG00000136928
ENSG00000113327	ENSG00000144834
ENSG00000113327	ENSG00000145934
ENSG00000113327	ENSG00000149927
ENSG00000113327	ENSG00000150086
ENSG00000113327	ENSG00000154277
ENSG00000113327	ENSG00000157152
ENSG00000113327	ENSG00000159720
ENSG00000113327	ENSG00000164600
ENSG00000113327	ENSG00000164885
ENSG00000113327	ENSG00000165973
ENSG00000113327	ENSG00000166111
ENSG00000113327	ENSG00000166206
ENSG00000113327	ENSG00000166257
ENSG00000113327	ENSG00000170027
ENSG00000113327	ENSG00000171617
ENSG00000113327	ENSG00000172020
ENSG00000113327	ENSG00000174871
ENSG00000113327	ENSG00000183454
ENSG00000113327	ENSG00000185883
ENSG00000113327	ENSG00000186642
ENSG00000113327	ENSG00000187446
ENSG00000113327	ENSG00000196876
ENSG00000113327	ENSG00000197872
ENSG00000113327	ENSG00000221890
ENSG00000113327	ENSG00000240771
ENSG00000113578	ENSG00000139292
ENSG00000113578	ENSG00000159720
ENSG00000113578	ENSG00000175352
ENSG00000113578	ENSG00000188706
ENSG00000113594	ENSG00000167703
ENSG00000113732	ENSG00000189056
ENSG00000113805	ENSG00000159720
ENSG00000113805	ENSG00000196876
ENSG00000113805	ENSG00000220205
ENSG00000114279	ENSG00000117069
ENSG00000114279	ENSG00000124785
ENSG00000114279	ENSG00000125841
ENSG00000114279	ENSG00000133083
ENSG00000114279	ENSG00000145087
ENSG00000114279	ENSG00000154277
ENSG00000114279	ENSG00000159720
ENSG00000114279	ENSG00000164885
ENSG00000114374	ENSG00000196126
ENSG00000114541	ENSG00000150656
ENSG00000114541	ENSG00000196104
ENSG00000114573	ENSG00000151729
ENSG00000114573	ENSG00000176928
ENSG00000114573	ENSG00000198739
ENSG00000114573	ENSG00000200413
ENSG00000114573	ENSG00000213190
ENSG00000114573	ENSG00000259494
ENSG00000114698	ENSG00000170525
ENSG00000114948	ENSG00000117069
ENSG00000114948	ENSG00000150086
ENSG00000114948	ENSG00000154277
ENSG00000114948	ENSG00000157152
ENSG00000114948	ENSG00000159720
ENSG00000115194	ENSG00000155052
ENSG00000115194	ENSG00000167703
ENSG00000115194	ENSG00000169946
ENSG00000115252	ENSG00000133083
ENSG00000115252	ENSG00000172137
ENSG00000115252	ENSG00000203685
ENSG00000115252	ENSG00000211445
ENSG00000115415	ENSG00000198034
ENSG00000115457	ENSG00000148604
ENSG00000115461	ENSG00000123358
ENSG00000115474	ENSG00000163221
ENSG00000115594	ENSG00000141404
ENSG00000115594	ENSG00000157404
ENSG00000115594	ENSG00000162951
ENSG00000115594	ENSG00000189056
ENSG00000115840	ENSG00000125841
ENSG00000115840	ENSG00000154277
ENSG00000115840	ENSG00000157152
ENSG00000115840	ENSG00000159720
ENSG00000115840	ENSG00000164885
ENSG00000115840	ENSG00000176871
ENSG00000116106	ENSG00000116133
ENSG00000116133	ENSG00000143473
ENSG00000116133	ENSG00000167535
ENSG00000116133	ENSG00000171617
ENSG00000116133	ENSG00000198910
ENSG00000116147	ENSG00000151490
ENSG00000116147	ENSG00000186642
ENSG00000116147	ENSG00000221890
ENSG00000116717	ENSG00000149273
ENSG00000116741	ENSG00000130707
ENSG00000116741	ENSG00000141404
ENSG00000116741	ENSG00000162951
ENSG00000116741	ENSG00000189056
ENSG00000117016	ENSG00000186642
ENSG00000117016	ENSG00000221890
ENSG00000117069	ENSG00000118733
ENSG00000117069	ENSG00000118816
ENSG00000117069	ENSG00000119986
ENSG00000117069	ENSG00000120053
ENSG00000117069	ENSG00000122733
ENSG00000117069	ENSG00000123119
ENSG00000117069	ENSG00000123360
ENSG00000117069	ENSG00000124134
ENSG00000117069	ENSG00000124140
ENSG00000117069	ENSG00000131773
ENSG00000117069	ENSG00000132613
ENSG00000117069	ENSG00000132692
ENSG00000117069	ENSG00000132872
ENSG00000117069	ENSG00000135426
ENSG00000117069	ENSG00000136928
ENSG00000117069	ENSG00000138134
ENSG00000117069	ENSG00000138378
ENSG00000117069	ENSG00000138814
ENSG00000117069	ENSG00000139190
ENSG00000117069	ENSG00000140015
ENSG00000117069	ENSG00000141576
ENSG00000117069	ENSG00000141668
ENSG00000117069	ENSG00000141750
ENSG00000117069	ENSG00000144285
ENSG00000117069	ENSG00000144407
ENSG00000117069	ENSG00000145087
ENSG00000117069	ENSG00000146352
ENSG00000117069	ENSG00000148660
ENSG00000117069	ENSG00000148798
ENSG00000117069	ENSG00000151025
ENSG00000117069	ENSG00000151090
ENSG00000117069	ENSG00000153993
ENSG00000117069	ENSG00000154917
ENSG00000117069	ENSG00000155849
ENSG00000117069	ENSG00000157064
ENSG00000117069	ENSG00000157087
ENSG00000117069	ENSG00000157214
ENSG00000117069	ENSG00000157219
ENSG00000117069	ENSG00000161048
ENSG00000117069	ENSG00000162374
ENSG00000117069	ENSG00000162989
ENSG00000117069	ENSG00000163399
ENSG00000117069	ENSG00000163536
ENSG00000117069	ENSG00000164794
ENSG00000117069	ENSG00000164830
ENSG00000117069	ENSG00000164951
ENSG00000117069	ENSG00000165061
ENSG00000117069	ENSG00000165209
ENSG00000117069	ENSG00000165323
ENSG00000117069	ENSG00000166862
ENSG00000117069	ENSG00000167703
ENSG00000117069	ENSG00000168490
ENSG00000117069	ENSG00000168546
ENSG00000117069	ENSG00000168993
ENSG00000117069	ENSG00000169933
ENSG00000117069	ENSG00000170027
ENSG00000117069	ENSG00000172020
ENSG00000117069	ENSG00000172137
ENSG00000117069	ENSG00000172348
ENSG00000117069	ENSG00000174469
ENSG00000117069	ENSG00000175426
ENSG00000117069	ENSG00000176928
ENSG00000117069	ENSG00000177108
ENSG00000117069	ENSG00000177301
ENSG00000117069	ENSG00000182389
ENSG00000117069	ENSG00000182621
ENSG00000117069	ENSG00000182901
ENSG00000117069	ENSG00000183454
ENSG00000117069	ENSG00000183807
ENSG00000117069	ENSG00000184349
ENSG00000117069	ENSG00000185274
ENSG00000117069	ENSG00000186462
ENSG00000117069	ENSG00000187730
ENSG00000117069	ENSG00000196090
ENSG00000117069	ENSG00000196376
ENSG00000117069	ENSG00000196542
ENSG00000117069	ENSG00000196876
ENSG00000117069	ENSG00000197043
ENSG00000117069	ENSG00000197106
ENSG00000117069	ENSG00000198626
ENSG00000117069	ENSG00000198910
ENSG00000117069	ENSG00000198963
ENSG00000117069	ENSG00000248905
ENSG00000117114	ENSG00000154277
ENSG00000117114	ENSG00000156471
ENSG00000117114	ENSG00000159720
ENSG00000117114	ENSG00000166257
ENSG00000117114	ENSG00000187446
ENSG00000117115	ENSG00000172137
ENSG00000117228	ENSG00000124529
ENSG00000117228	ENSG00000170091
ENSG00000117598	ENSG00000132613
ENSG00000117598	ENSG00000132692
ENSG00000117598	ENSG00000144230
ENSG00000117600	ENSG00000165795
ENSG00000118181	ENSG00000214776
ENSG00000118515	ENSG00000119938
ENSG00000118515	ENSG00000130775
ENSG00000118515	ENSG00000143110
ENSG00000118515	ENSG00000164181
ENSG00000118515	ENSG00000173376
ENSG00000118515	ENSG00000185052
ENSG00000118515	ENSG00000189056
ENSG00000118640	ENSG00000157404
ENSG00000118640	ENSG00000189056
ENSG00000118733	ENSG00000124785
ENSG00000118733	ENSG00000132932
ENSG00000118733	ENSG00000133083
ENSG00000118733	ENSG00000154277
ENSG00000118733	ENSG00000159720
ENSG00000118733	ENSG00000183454
ENSG00000118733	ENSG00000186642
ENSG00000118777	ENSG00000145685
ENSG00000118777	ENSG00000160255
ENSG00000118777	ENSG00000168329
ENSG00000118777	ENSG00000186818
ENSG00000118777	ENSG00000198034
ENSG00000118777	ENSG00000231389
ENSG00000118816	ENSG00000132434
ENSG00000118816	ENSG00000154277
ENSG00000118816	ENSG00000164885
ENSG00000118816	ENSG00000170027
ENSG00000118816	ENSG00000197872
ENSG00000119042	ENSG00000125378
ENSG00000119125	ENSG00000122591
ENSG00000119125	ENSG00000131773
ENSG00000119125	ENSG00000146122
ENSG00000119125	ENSG00000157557
ENSG00000119125	ENSG00000162384
ENSG00000119125	ENSG00000166394
ENSG00000119125	ENSG00000176928
ENSG00000119125	ENSG00000197430
ENSG00000119655	ENSG00000172137
ENSG00000119655	ENSG00000189056
ENSG00000119917	ENSG00000137959
ENSG00000119917	ENSG00000137965
ENSG00000119917	ENSG00000173193
ENSG00000119927	ENSG00000168329
ENSG00000119927	ENSG00000169313
ENSG00000119927	ENSG00000171724
ENSG00000119986	ENSG00000144834
ENSG00000119986	ENSG00000154277
ENSG00000119986	ENSG00000164885
ENSG00000119986	ENSG00000221890
ENSG00000120049	ENSG00000121769
ENSG00000120049	ENSG00000167703
ENSG00000120053	ENSG00000144834
ENSG00000120053	ENSG00000149927
ENSG00000120053	ENSG00000154277
ENSG00000120053	ENSG00000157152
ENSG00000120053	ENSG00000164885
ENSG00000120053	ENSG00000197872
ENSG00000120053	ENSG00000198739
ENSG00000120053	ENSG00000213190
ENSG00000120129	ENSG00000148604
ENSG00000120129	ENSG00000157404
ENSG00000120129	ENSG00000165507
ENSG00000120129	ENSG00000185052
ENSG00000120129	ENSG00000189056
ENSG00000120265	ENSG00000165795
ENSG00000120265	ENSG00000211445
ENSG00000120265	ENSG00000213190
ENSG00000120594	ENSG00000234745
ENSG00000120694	ENSG00000187446
ENSG00000120694	ENSG00000244230
ENSG00000120899	ENSG00000167535
ENSG00000121769	ENSG00000176204
ENSG00000121769	ENSG00000184408
ENSG00000121769	ENSG00000185742
ENSG00000121769	ENSG00000185745
ENSG00000121871	ENSG00000124785
ENSG00000121871	ENSG00000125841
ENSG00000121871	ENSG00000147416
ENSG00000121871	ENSG00000154277
ENSG00000121871	ENSG00000157152
ENSG00000121871	ENSG00000159720
ENSG00000121871	ENSG00000164885
ENSG00000121871	ENSG00000166111
ENSG00000121871	ENSG00000166913
ENSG00000121871	ENSG00000176871
ENSG00000121871	ENSG00000203879
ENSG00000121871	ENSG00000213190
ENSG00000121905	ENSG00000134533
ENSG00000121905	ENSG00000135426
ENSG00000121905	ENSG00000138378
ENSG00000121905	ENSG00000144152
ENSG00000121905	ENSG00000152931
ENSG00000121905	ENSG00000157782
ENSG00000121905	ENSG00000169116
ENSG00000121905	ENSG00000172348
ENSG00000121905	ENSG00000184349
ENSG00000121905	ENSG00000248905
ENSG00000122254	ENSG00000137094
ENSG00000122254	ENSG00000171509
ENSG00000122543	ENSG00000171246
ENSG00000122585	ENSG00000125534
ENSG00000122585	ENSG00000160307
ENSG00000122591	ENSG00000175352
ENSG00000122591	ENSG00000197872
ENSG00000122733	ENSG00000123119
ENSG00000122733	ENSG00000135426
ENSG00000122733	ENSG00000138134
ENSG00000122733	ENSG00000145087
ENSG00000122733	ENSG00000156486
ENSG00000122733	ENSG00000162989
ENSG00000122733	ENSG00000164794
ENSG00000122733	ENSG00000164951
ENSG00000122733	ENSG00000165209
ENSG00000122733	ENSG00000182621
ENSG00000122733	ENSG00000183807
ENSG00000122862	ENSG00000157404
ENSG00000122862	ENSG00000189056
ENSG00000122966	ENSG00000154096
ENSG00000122966	ENSG00000185883
ENSG00000123119	ENSG00000124785
ENSG00000123119	ENSG00000125814
ENSG00000123119	ENSG00000125841
ENSG00000123119	ENSG00000132932
ENSG00000123119	ENSG00000134343
ENSG00000123119	ENSG00000136928
ENSG00000123119	ENSG00000139998
ENSG00000123119	ENSG00000144834
ENSG00000123119	ENSG00000149927
ENSG00000123119	ENSG00000150086
ENSG00000123119	ENSG00000154277
ENSG00000123119	ENSG00000154975
ENSG00000123119	ENSG00000157152
ENSG00000123119	ENSG00000159720
ENSG00000123119	ENSG00000164600
ENSG00000123119	ENSG00000164885
ENSG00000123119	ENSG00000165973
ENSG00000123119	ENSG00000166111
ENSG00000123119	ENSG00000166206
ENSG00000123119	ENSG00000166257
ENSG00000123119	ENSG00000170027
ENSG00000123119	ENSG00000171617
ENSG00000123119	ENSG00000172020
ENSG00000123119	ENSG00000174938
ENSG00000123119	ENSG00000176871
ENSG00000123119	ENSG00000186642
ENSG00000123119	ENSG00000196950
ENSG00000123119	ENSG00000197872
ENSG00000123119	ENSG00000221890
ENSG00000123358	ENSG00000153446
ENSG00000123358	ENSG00000166482
ENSG00000123358	ENSG00000188783
ENSG00000123360	ENSG00000162989
ENSG00000123360	ENSG00000164070
ENSG00000123360	ENSG00000164885
ENSG00000123360	ENSG00000169933
ENSG00000123360	ENSG00000198739
ENSG00000123560	ENSG00000150656
ENSG00000124134	ENSG00000154096
ENSG00000124134	ENSG00000154277
ENSG00000124134	ENSG00000170027
ENSG00000124134	ENSG00000185883
ENSG00000124134	ENSG00000186642
ENSG00000124134	ENSG00000221890
ENSG00000124140	ENSG00000172031
ENSG00000124145	ENSG00000168329
ENSG00000124145	ENSG00000172992
ENSG00000124529	ENSG00000124942
ENSG00000124529	ENSG00000162645
ENSG00000124529	ENSG00000163220
ENSG00000124702	ENSG00000154277
ENSG00000124785	ENSG00000127824
ENSG00000124785	ENSG00000135426
ENSG00000124785	ENSG00000138134
ENSG00000124785	ENSG00000146006
ENSG00000124785	ENSG00000149970
ENSG00000124785	ENSG00000151090
ENSG00000124785	ENSG00000154277
ENSG00000124785	ENSG00000157152
ENSG00000124785	ENSG00000157214
ENSG00000124785	ENSG00000161048
ENSG00000124785	ENSG00000162989
ENSG00000124785	ENSG00000169933
ENSG00000124785	ENSG00000170027
ENSG00000124785	ENSG00000172209
ENSG00000124785	ENSG00000172260
ENSG00000124785	ENSG00000172348
ENSG00000124785	ENSG00000176928
ENSG00000124785	ENSG00000183775
ENSG00000124785	ENSG00000198739
ENSG00000124785	ENSG00000213190
ENSG00000124920	ENSG00000150656
ENSG00000125144	ENSG00000129824
ENSG00000125144	ENSG00000148671
ENSG00000125144	ENSG00000165478
ENSG00000125144	ENSG00000168309
ENSG00000125378	ENSG00000148604
ENSG00000125462	ENSG00000145349
ENSG00000125462	ENSG00000147246
ENSG00000125462	ENSG00000156219
ENSG00000125462	ENSG00000159720
ENSG00000125462	ENSG00000169035
ENSG00000125462	ENSG00000169213
ENSG00000125462	ENSG00000171724
ENSG00000125462	ENSG00000185008
ENSG00000125462	ENSG00000186297
ENSG00000125462	ENSG00000198785
ENSG00000125810	ENSG00000157404
ENSG00000125814	ENSG00000138134
ENSG00000125814	ENSG00000146352
ENSG00000125814	ENSG00000164794
ENSG00000125814	ENSG00000164919
ENSG00000125814	ENSG00000165795
ENSG00000125814	ENSG00000176928
ENSG00000125814	ENSG00000198739
ENSG00000125814	ENSG00000213190
ENSG00000125841	ENSG00000134909
ENSG00000125841	ENSG00000135426
ENSG00000125841	ENSG00000138134
ENSG00000125841	ENSG00000138378
ENSG00000125841	ENSG00000139190
ENSG00000125841	ENSG00000144230
ENSG00000125841	ENSG00000144285
ENSG00000125841	ENSG00000145087
ENSG00000125841	ENSG00000156486
ENSG00000125841	ENSG00000162989
ENSG00000125841	ENSG00000163399
ENSG00000125841	ENSG00000164794
ENSG00000125841	ENSG00000164951
ENSG00000125841	ENSG00000165209
ENSG00000125841	ENSG00000165795
ENSG00000125841	ENSG00000172031
ENSG00000125841	ENSG00000172209
ENSG00000125841	ENSG00000172348
ENSG00000125841	ENSG00000176928
ENSG00000125841	ENSG00000182621
ENSG00000125841	ENSG00000183807
ENSG00000125841	ENSG00000198626
ENSG00000125841	ENSG00000198739
ENSG00000126368	ENSG00000156804
ENSG00000126583	ENSG00000132613
ENSG00000126583	ENSG00000132692
ENSG00000126583	ENSG00000165795
ENSG00000127249	ENSG00000147416
ENSG00000127249	ENSG00000154277
ENSG00000127249	ENSG00000159720
ENSG00000127824	ENSG00000131773
ENSG00000127824	ENSG00000149927
ENSG00000127824	ENSG00000165795
ENSG00000127824	ENSG00000197043
ENSG00000127824	ENSG00000213190
ENSG00000127922	ENSG00000132613
ENSG00000127951	ENSG00000143110
ENSG00000127951	ENSG00000144908
ENSG00000127951	ENSG00000196136
ENSG00000127951	ENSG00000205362
ENSG00000128016	ENSG00000132434
ENSG00000128016	ENSG00000136315
ENSG00000128016	ENSG00000169385
ENSG00000128045	ENSG00000133083
ENSG00000128045	ENSG00000159720
ENSG00000128564	ENSG00000239278
ENSG00000128578	ENSG00000145147
ENSG00000128578	ENSG00000169946
ENSG00000128578	ENSG00000196730
ENSG00000128656	ENSG00000154277
ENSG00000128656	ENSG00000157152
ENSG00000128656	ENSG00000171617
ENSG00000129009	ENSG00000139318
ENSG00000129226	ENSG00000133742
ENSG00000129226	ENSG00000157404
ENSG00000129353	ENSG00000148482
ENSG00000129538	ENSG00000136541
ENSG00000129538	ENSG00000147488
ENSG00000129538	ENSG00000164171
ENSG00000129538	ENSG00000169247
ENSG00000129538	ENSG00000169554
ENSG00000129538	ENSG00000184144
ENSG00000129538	ENSG00000196104
ENSG00000129538	ENSG00000204655
ENSG00000129824	ENSG00000131002
ENSG00000129824	ENSG00000205358
ENSG00000129824	ENSG00000229236
ENSG00000129824	ENSG00000239309
ENSG00000130066	ENSG00000135824
ENSG00000130066	ENSG00000141404
ENSG00000130066	ENSG00000157404
ENSG00000130066	ENSG00000162951
ENSG00000130066	ENSG00000172137
ENSG00000130066	ENSG00000178568
ENSG00000130066	ENSG00000185052
ENSG00000130066	ENSG00000189056
ENSG00000130287	ENSG00000145147
ENSG00000130368	ENSG00000147676
ENSG00000130368	ENSG00000149927
ENSG00000130368	ENSG00000168081
ENSG00000130477	ENSG00000145087
ENSG00000130477	ENSG00000167703
ENSG00000130540	ENSG00000183807
ENSG00000131002	ENSG00000198692
ENSG00000131002	ENSG00000239309
ENSG00000131089	ENSG00000164794
ENSG00000131238	ENSG00000159713
ENSG00000131238	ENSG00000172005
ENSG00000131724	ENSG00000144908
ENSG00000131773	ENSG00000134121
ENSG00000131773	ENSG00000134343
ENSG00000131773	ENSG00000152495
ENSG00000131773	ENSG00000154096
ENSG00000131773	ENSG00000154277
ENSG00000131773	ENSG00000157152
ENSG00000131773	ENSG00000164600
ENSG00000131773	ENSG00000164885
ENSG00000131773	ENSG00000165973
ENSG00000131773	ENSG00000166111
ENSG00000131773	ENSG00000166206
ENSG00000131773	ENSG00000166257
ENSG00000131773	ENSG00000171617
ENSG00000131773	ENSG00000173208
ENSG00000131773	ENSG00000178235
ENSG00000131773	ENSG00000186642
ENSG00000131773	ENSG00000221890
ENSG00000131773	ENSG00000242173
ENSG00000132002	ENSG00000144840
ENSG00000132002	ENSG00000166068
ENSG00000132002	ENSG00000209804
ENSG00000132434	ENSG00000139083
ENSG00000132434	ENSG00000165795
ENSG00000132434	ENSG00000184557
ENSG00000132434	ENSG00000203685
ENSG00000132434	ENSG00000206052
ENSG00000132434	ENSG00000259494
ENSG00000132530	ENSG00000145147
ENSG00000132530	ENSG00000234975
ENSG00000132541	ENSG00000242662
ENSG00000132613	ENSG00000134343
ENSG00000132613	ENSG00000150086
ENSG00000132613	ENSG00000157152
ENSG00000132613	ENSG00000159720
ENSG00000132613	ENSG00000161082
ENSG00000132613	ENSG00000162951
ENSG00000132613	ENSG00000164885
ENSG00000132613	ENSG00000166111
ENSG00000132613	ENSG00000166206
ENSG00000132613	ENSG00000166257
ENSG00000132613	ENSG00000167535
ENSG00000132613	ENSG00000169035
ENSG00000132613	ENSG00000174871
ENSG00000132613	ENSG00000185008
ENSG00000132613	ENSG00000186642
ENSG00000132613	ENSG00000220205
ENSG00000132639	ENSG00000154917
ENSG00000132639	ENSG00000164794
ENSG00000132692	ENSG00000134343
ENSG00000132692	ENSG00000154096
ENSG00000132692	ENSG00000157152
ENSG00000132692	ENSG00000161082
ENSG00000132692	ENSG00000163932
ENSG00000132692	ENSG00000164292
ENSG00000132692	ENSG00000164885
ENSG00000132692	ENSG00000166257
ENSG00000132692	ENSG00000167535
ENSG00000132692	ENSG00000171617
ENSG00000132692	ENSG00000174871
ENSG00000132692	ENSG00000186642
ENSG00000132692	ENSG00000221890
ENSG00000132692	ENSG00000242173
ENSG00000132872	ENSG00000132932
ENSG00000132872	ENSG00000154277
ENSG00000132872	ENSG00000221890
ENSG00000132932	ENSG00000134909
ENSG00000132932	ENSG00000135426
ENSG00000132932	ENSG00000138134
ENSG00000132932	ENSG00000138378
ENSG00000132932	ENSG00000138623
ENSG00000132932	ENSG00000138814
ENSG00000132932	ENSG00000144285
ENSG00000132932	ENSG00000146352
ENSG00000132932	ENSG00000149970
ENSG00000132932	ENSG00000157214
ENSG00000132932	ENSG00000162989
ENSG00000132932	ENSG00000163399
ENSG00000132932	ENSG00000164794
ENSG00000132932	ENSG00000164951
ENSG00000132932	ENSG00000165061
ENSG00000132932	ENSG00000165209
ENSG00000132932	ENSG00000166006
ENSG00000132932	ENSG00000169933
ENSG00000132932	ENSG00000172031
ENSG00000132932	ENSG00000172209
ENSG00000132932	ENSG00000172348
ENSG00000132932	ENSG00000176204
ENSG00000132932	ENSG00000177301
ENSG00000132932	ENSG00000179073
ENSG00000132932	ENSG00000183775
ENSG00000132932	ENSG00000184408
ENSG00000132932	ENSG00000196542
ENSG00000132932	ENSG00000196950
ENSG00000132932	ENSG00000198739
ENSG00000132932	ENSG00000198963
ENSG00000132932	ENSG00000200413
ENSG00000133048	ENSG00000189223
ENSG00000133083	ENSG00000134343
ENSG00000133083	ENSG00000146267
ENSG00000133083	ENSG00000147676
ENSG00000133083	ENSG00000149269
ENSG00000133083	ENSG00000149927
ENSG00000133083	ENSG00000150086
ENSG00000133083	ENSG00000150627
ENSG00000133083	ENSG00000151025
ENSG00000133083	ENSG00000154277
ENSG00000133083	ENSG00000154917
ENSG00000133083	ENSG00000154975
ENSG00000133083	ENSG00000155097
ENSG00000133083	ENSG00000157152
ENSG00000133083	ENSG00000157214
ENSG00000133083	ENSG00000164112
ENSG00000133083	ENSG00000164794
ENSG00000133083	ENSG00000164885
ENSG00000133083	ENSG00000166111
ENSG00000133083	ENSG00000166206
ENSG00000133083	ENSG00000169933
ENSG00000133083	ENSG00000172260
ENSG00000133083	ENSG00000174482
ENSG00000133083	ENSG00000175874
ENSG00000133083	ENSG00000176928
ENSG00000133083	ENSG00000183715
ENSG00000133083	ENSG00000185518
ENSG00000133083	ENSG00000196950
ENSG00000133083	ENSG00000197872
ENSG00000133083	ENSG00000198689
ENSG00000133083	ENSG00000198739
ENSG00000133083	ENSG00000213190
ENSG00000133116	ENSG00000186642
ENSG00000133116	ENSG00000198216
ENSG00000133321	ENSG00000169508
ENSG00000133321	ENSG00000170345
ENSG00000133742	ENSG00000134516
ENSG00000133742	ENSG00000136250
ENSG00000133742	ENSG00000140030
ENSG00000133742	ENSG00000143119
ENSG00000133742	ENSG00000143162
ENSG00000133742	ENSG00000144837
ENSG00000133742	ENSG00000154589
ENSG00000133742	ENSG00000163131
ENSG00000133742	ENSG00000163453
ENSG00000133742	ENSG00000163513
ENSG00000133742	ENSG00000166710
ENSG00000133742	ENSG00000173372
ENSG00000133742	ENSG00000182572
ENSG00000133742	ENSG00000189067
ENSG00000133742	ENSG00000196664
ENSG00000133742	ENSG00000204592
ENSG00000133742	ENSG00000216490
ENSG00000133742	ENSG00000234745
ENSG00000133742	ENSG00000242574
ENSG00000133874	ENSG00000159176
ENSG00000133874	ENSG00000198682
ENSG00000134121	ENSG00000144230
ENSG00000134121	ENSG00000168490
ENSG00000134121	ENSG00000176928
ENSG00000134121	ENSG00000177108
ENSG00000134294	ENSG00000181631
ENSG00000134343	ENSG00000139190
ENSG00000134343	ENSG00000144230
ENSG00000134343	ENSG00000146006
ENSG00000134343	ENSG00000147416
ENSG00000134343	ENSG00000151025
ENSG00000134343	ENSG00000157219
ENSG00000134343	ENSG00000164070
ENSG00000134343	ENSG00000165209
ENSG00000134343	ENSG00000169946
ENSG00000134343	ENSG00000176928
ENSG00000134343	ENSG00000183023
ENSG00000134343	ENSG00000213190
ENSG00000134824	ENSG00000139155
ENSG00000134824	ENSG00000168993
ENSG00000134909	ENSG00000154277
ENSG00000134909	ENSG00000159720
ENSG00000134909	ENSG00000185274
ENSG00000134909	ENSG00000185883
ENSG00000134909	ENSG00000186642
ENSG00000134909	ENSG00000197872
ENSG00000135046	ENSG00000157404
ENSG00000135046	ENSG00000172137
ENSG00000135046	ENSG00000185052
ENSG00000135046	ENSG00000189056
ENSG00000135047	ENSG00000162951
ENSG00000135324	ENSG00000172602
ENSG00000135404	ENSG00000136869
ENSG00000135426	ENSG00000145934
ENSG00000135426	ENSG00000149927
ENSG00000135426	ENSG00000154277
ENSG00000135426	ENSG00000157152
ENSG00000135426	ENSG00000159720
ENSG00000135426	ENSG00000170027
ENSG00000135426	ENSG00000176871
ENSG00000135426	ENSG00000183454
ENSG00000135426	ENSG00000185274
ENSG00000135426	ENSG00000185883
