ENSG00000010810,ENSG00000186868
ENSG00000010810,ENSG00000188906
ENSG00000010810,ENSG00000075624
ENSG00000010810,ENSG00000134308
ENSG00000010810,ENSG00000172020
ENSG00000010810,ENSG00000132170
ENSG00000010810,ENSG00000158748
ENSG00000112232,ENSG00000171867
ENSG00000112232,ENSG00000188906
ENSG00000112232,ENSG00000135457
ENSG00000112232,ENSG00000091831
ENSG00000120899,ENSG00000010810
ENSG00000120899,ENSG00000172757
ENSG00000120899,ENSG00000154277
ENSG00000120899,ENSG00000188906
ENSG00000120899,ENSG00000075624
ENSG00000120899,ENSG00000134308
ENSG00000120899,ENSG00000033327
ENSG00000120899,ENSG00000087470
ENSG00000120899,ENSG00000160014
ENSG00000120899,ENSG00000198668
ENSG00000120899,ENSG00000143933
ENSG00000120899,ENSG00000177606
ENSG00000120899,ENSG00000044574
ENSG00000120899,ENSG00000170315
ENSG00000120899,ENSG00000163697
ENSG00000120899,ENSG00000091831
ENSG00000120899,ENSG00000158748
ENSG00000168918,ENSG00000126214
ENSG00000168918,ENSG00000172115
ENSG00000168918,ENSG00000079805
ENSG00000168918,ENSG00000030582
ENSG00000168918,ENSG00000172977
ENSG00000168918,ENSG00000077279
ENSG00000168918,ENSG00000147571
ENSG00000081189,ENSG00000134308
ENSG00000081189,ENSG00000163032
ENSG00000081189,ENSG00000140743
ENSG00000081189,ENSG00000172020
ENSG00000081189,ENSG00000160014
ENSG00000081189,ENSG00000135457
ENSG00000081189,ENSG00000198668
ENSG00000081189,ENSG00000143933
ENSG00000081189,ENSG00000140009
ENSG00000081189,ENSG00000112511
ENSG00000081189,ENSG00000091831
ENSG00000173406,ENSG00000142192
ENSG00000173406,ENSG00000108578
ENSG00000173406,ENSG00000075624
ENSG00000173406,ENSG00000140743
ENSG00000173406,ENSG00000170345
ENSG00000173406,ENSG00000135457
ENSG00000173406,ENSG00000170315
ENSG00000173406,ENSG00000172977
ENSG00000173406,ENSG00000091831
ENSG00000173406,ENSG00000148400
ENSG00000137642,ENSG00000160213
ENSG00000137642,ENSG00000044574
ENSG00000137642,ENSG00000170315
ENSG00000137642,ENSG00000100083
ENSG00000137642,ENSG00000030582
ENSG00000137642,ENSG00000134243
ENSG00000142192,ENSG00000186868
ENSG00000142192,ENSG00000143801
ENSG00000142192,ENSG00000173406
ENSG00000142192,ENSG00000080815
ENSG00000142192,ENSG00000130203
ENSG00000142192,ENSG00000136717
ENSG00000142192,ENSG00000120885
ENSG00000142192,ENSG00000198840
ENSG00000142192,ENSG00000138131
ENSG00000142192,ENSG00000126545
ENSG00000142192,ENSG00000105701
ENSG00000142192,ENSG00000082701
ENSG00000142192,ENSG00000198408
ENSG00000142192,ENSG00000075413
ENSG00000142192,ENSG00000144619
ENSG00000142192,ENSG00000087258
ENSG00000142192,ENSG00000121966
ENSG00000142192,ENSG00000149972
ENSG00000142192,ENSG00000133246
ENSG00000142192,ENSG00000127445
ENSG00000142192,ENSG00000132002
ENSG00000142192,ENSG00000121691
ENSG00000142192,ENSG00000125384
ENSG00000142192,ENSG00000179115
ENSG00000142192,ENSG00000148688
ENSG00000142192,ENSG00000138613
ENSG00000142192,ENSG00000169031
ENSG00000142192,ENSG00000171867
ENSG00000142192,ENSG00000198959
ENSG00000142192,ENSG00000047457
ENSG00000142192,ENSG00000137801
ENSG00000142192,ENSG00000081052
ENSG00000142192,ENSG00000119917
ENSG00000142192,ENSG00000084764
